HSPA6
AIMP2
AKR7A2
ADSL
TUBB3
NUP214
FARSA
CREBBP
PCM1
BLMH
MVP
KAT2A
NUP133
NUP93
MTMR3
VASP
GATD3A
FADS2
EP300
STT3A
CRK
NPTN
EIF3M
PSMB4
LSS
CDK4
MTA1
RAB13
CD2BP2
DDAH2
TOMM40
NAE1
CTSH
RSRC2
SMARCA5
POLR2G
MTHFD1
BCR
EHMT2
CSK
GTF2F1
RAP1A
UNC119B
TRAM2
CBFB
TCEAL4
SEC24D
RGS2
BASP1
TCERG1
TIAL1
PRPF31
HSPBP1
KEAP1
KDSR
DHX9
ACSL4
RXRA
PLSCR1
ERLIN1
NOTCH2
DECR1
EIF2B2
CPSF6
MBD2
AFG3L2
H2AFV
ATG9A
SLC2A3
MAPRE2
ACADM
PRPSAP1
PRKCD
ERG28
ARL2
RANBP9
SSBP1
ENSA
HTATSF1
ADAM10
CTPS1
LYN
ICAM1
RANBP3
MEN1
CSDE1
RPS19
LPGAT1
MANF
SERTAD2
PSMB10
MAP2K1
PDXK
ATF3
GTF2A2
NPC1
USP4
TNFSF10
SNRPD1
OXSR1
NUDT21
BMP1
TRIM26
TOB1
CAD
IFNGR1
PKIG
LSM4
PRKACB
USP8
ITM2A
WRB
R3HDM1
NELFB
RFXANK
CCNG2
PIEZO1
DNTTIP2
UBE2S
INPP5K
NDUFA7
TRIOBP
CLPP
PRKACA
ITGB2
ABCC1
TOM1
DRG1
GAA
TARBP1
SERPINA1
FUCA1
OGFR
PIGC
GRK6
CNPY2
U2AF1
DENND4B
FAH
SP100
OAS1
CD93
CYTH1
SIRPA
SRSF3
NUP88
CTSS
LSM5
MSH6
ADM
ARHGEF11
S100A8
NBAS
YES1
HK2
RRP7A
ETFB
NAGA
FPGS
BTBD3
GYPC
HCLS1
RHOBTB3
BAG5
IMPA1
NOP16
NAA10
ZBTB5
UROS
FH
NINJ1
TTC37
TP53BP1
MDC1
FOXK2
CHST15
SV2A
SMAD2
CTNNBIP1
BMS1
SDF2
PRPF19
CSF1R
EEF1D
CCDC86
SEC61B
PICALM
BCL6
GABBR1
MAP1A
MRPL40
RNF8
KATNB1
TIMP2
RHOG
TFAM
SRPK2
RASSF2
B4GAT1
ABCC4
MTMR2
APRT
PAFAH1B3
DVL1
ATXN1
UPP1
THOP1
EZH1
C11orf49
HDDC2
FAM50A
UNC119
PHF21A
GBE1
LMAN1
AP1S2
STXBP3
GTPBP6
SNRPE
SH2B3
ADNP2
IDE
KIFAP3
PPP2R5E
CEBPZ
MTF2
DUSP14
NDUFB3
SOCS2
GOLGA1
ARRB2
PSMA4
PSMG1
SATB1
CD53
POLD1
SUCO
SAT1
PSEN1
EIF3B
MRPL19
SIVA1
CEP57
GCDH
CPQ
ABCA1
TNFRSF1B
MTX2
LYST
MPST
S100A9
STAM
ALG8
CD4
FAM189B
MAP4K5
PTPN18
FCGR2A
TRIM38
UNC50
TFDP2
ALDH5A1
BYSL
SULT1A1
ELK1
CPT1A
MON1B
CD163
FDX1
COIL
XRCC1
POLR2D
HMOX1
NUCB2
GNS
TARBP2
FAN1
MPG
PKD2
TRMT1
TTLL4
RREB1
HIBCH
TBCE
PNPLA6
UTP18
GADD45A
DEXI
PPRC1
ZNF217
ADCY7
HMGB3
SLA
DYNC2LI1
BLVRA
MTR
MANBA
POLRMT
SSBP2
RIDA
MRPS14
GUCY1B1
SF3A3
WIPI1
SNRPF
MAP3K5
KAT2B
RAB21
AK6
IQSEC1
TCEA2
NR1H3
CHST2
CYBB
ATP5F1D
HLA-DMB
KIF3B
HSPB11
PPM1A
SLC31A1
CEBPD
PUDP
CYP27A1
ABCD4
FUT8
SPRY2
WWP2
PDCD2
METTL1
PCBP2
ETHE1
RNF144A
QPRT
TCEAL1
PLCB2
IRF8
TOE1
NRGN
SMARCD3
ADK
TYROBP
RRP9
ENOSF1
TCIRG1
WASF1
IMPDH1
MYL6B
ALOX5AP
ZNF593
RBM14
CHKB
BACH1
SLC31A2
PCYT1A
ACOT8
TMEM243
HDAC4
PPIH
FCER1G
ZNF195
DNPH1
DCTN3
VDR
EBAG9
FARS2
PMAIP1
ALDH6A1
SRSF10
GATB
PROM1
MIPEP
KLF7
RASSF1
DHX30
SKAP2
SP2
PIK3CA
MRPL57
CAMK1
ACPP
SLC43A1
KCNN4
DIMT1
SOX12
PLEKHO2
ALOX5
TIE1
OSTF1
C9orf16
PIK3C2B
KCNQ1
BID
SAMHD1
HIVEP1
ELMO1
ATXN7
FAM216A
TBC1D8
MYO5A
NAP1L1
TOX
NPIPA1
PEX6
KIAA0513
INPP4A
LSM7
ACOT13
ATG14
PIN4
SLC7A7
UCHL3
ACD
VCAN
ADA
DPYD
ME3
F5
PDE4A
IARS
PARP2
C2CD2L
RCBTB2
USP6NL
EVI2A
PRR3
ZBED4
HLA-F
RXYLT1
CACNA2D2
DHX34
ENDOG
FOLR2
FGL2
POP5
TYMP
APAF1
NAIP
JADE3
TLE4
GMDS
MGMT
UGCG
EEF1E1
IL10RA
SASH3
TLR2
BNIP1
MNDA
CSTA
OAS2
DDX10
TRAPPC6A
MX2
AHDC1
KIT
PRIM1
ITGAE
EXOSC9
ARHGAP26
MTMR11
RECQL
ATP6V0A1
CCR1
CIITA
VRK2
NPM3
MOK
CLEC11A
HSPE1
GCAT
CD58
ITGB3BP
RP2
MAFF
PSPH
FCN1
SCO2
ACYP1
BCL10
LCP2
PITRM1
FYB1
HNRNPA2B1
BTN2A2
SPI1
MTF1
SRP19
GNA15
PEBP1
GAMT
USP13
SH2B2
MRE11
AGPS
H2AFX
SAC3D1
AIFM1
CIZ1
CMAHP
GEMIN4
DNAJC8
TAGLN
BTG3
PCSK5
FXN
AQP9
ZNF652
ANGPT1
MMRN1
CPA3
CDA
AOAH
TTLL1
OASL
WRN
DLEU1
BCL2A1
TPSAB1
CD86
UBFD1
MAP2K6
IL17RA
BST1
SLC27A2
BIK
CD1D
TRAF3IP3
JAK2
S100A12
NOLC1
SLC22A4
CX3CR1
CCNA1
VNN2
HK3
ACSM3
ZNF426
AATK
CD1C
IL15
CASP1
DICER1
WT1
HMGA1
CSNK2A1
SLC24A1
MAPK12
ASGR2
IL3RA
ZNF134
CR1
PTAFR
IL18
ARHGAP22
TEC
SPINK2
GALNS
CFP
ASAP2
IGSF6
COMMD4
PRMT1
TLE3
FAM30A
LTC4S
CD36
RCC1
SUPT3H
AIM2
SETMAR
SMA4
MAP4K4
LY96
GFI1
HAL
GLRX
PTPN6
ZNF43
CHRNB1
EPB41L3
SPAG9
CHST7
ZNF254
LILRA3
TRIM25
CPNE1
SIRPB1
WT1-AS
HSPH1
CCR2
ATP5S
CCDC106
ST13
ASS1
CSF2RA
LILRB1
ZNF117
SULT1A2
ALPK1
TPSB2
CDK6
GLMN
ZBTB18
CD101
LETMD1
HTATIP2
ICAM4
TNIP1
CEACAM4
SIGLEC7
PRRG4
TGFBR2
MACF1
HBP1
RAD17
SNUPN
CAST
TUBA4B
POLR1C
CRYGD
NFKB2
SYK
EXOSC10
MSL3
ATP5MC2
ZMYM3
THEMIS2
ATP5MG
GADD45B
ARID1A
SYNJ1
SULT1B1
ARHGAP12
TANK
BCS1L
ABCF2
BUD23
CHD1L
TNPO1
FCAR
CASP8
ENTPD1
LILRB2
SEC13
BTBD2
SPAST
MUTYH
FAM214B
PQBP1
HUWE1
RBPJ
GORASP2
PPP1R8
CXCL3
LILRA2
LILRA1
NAALADL1
RBM39
CSNK1D
PRKCB
CEP68
ARPC2
ACOT7
HCK
RFC1
LAPTM4B
MYBPC3
PAIP1
VOPP1
FAM49A
NDEL1
REXO5
EHD1
LAS1L
SOCS5
CPVL
ABCC3
ZRSR2
KIR2DS1
IL1A
EIF3J
TNFAIP8
MALT1
SF1
TECR
MAPK1
POLR3D
RING1
CAPZA1
RAD50
CD164
ING1
FGR
ATM
PRPS1
LGALS2
RAB3D
CFLAR
BTF3
LILRA6
DDB1
PCBP1
VAT1
PARP1
FDFT1
CCNI
CS
SERINC1
PA2G4
ATP6V1E1
PRDX1
MAGED2
CAPN2
PDLIM1
RPS3
GARS
CCT5
EIF3E
HNRNPUL1
NDUFV1
USP11
HLA-B
ARPC3
SAP18
YWHAB
EIF3I
ATIC
HNRNPR
RPL22
LTA4H
XPO1
KLHDC3
MRPL3
SMARCA4
CCNG1
PSMB5
HLA-C
GOT1
SNRPB
DAP3
PSMB6
TMED3
ESYT1
TXN
GABARAPL1
REEP5
LCP1
H1F0
HLA-DRA
MRPS18B
C1QBP
SLC1A5
NADK
POR
ILF3
PRCC
BECN1
LGALS3
NDUFA9
ATP5MC1
ERI3
TUBB4B
PECAM1
TCF12
CALCOCO1
FBXL5
ESD
MAGED1
LONP1
OSER1
TUBB
PNRC1
RALGDS
EDF1
TXN2
CORO1A
DLD
UBE2V2
IFRD2
NHP2
HMG20B
UBA3
MYD88
PRKRA
CLNS1A
AKR1C3
ITPA
NDUFAF3
IRS2
CETN2
WDR46
CXCR4
EWSR1
MINK1
TUBA1C
CDC42EP3
PPM1B
POLR2H
NDUFS4
GPN1
THAP12
UAP1
TPM4
GPS2
STXBP2
SH3BP2
SF3A2
ENPP2
ASMTL
DEAF1
GRB10
IFI35
EIF2B4
PATZ1
PPAT
RAP1GDS1
LSM2
OSGEP
WDR18
UTP3
DPAGT1
RAB27A
ASH2L
CACNB3
GSTZ1
EXTL2
ZNF32
CD34
IL10RB
GNAI1
PCYT2
CYTIP
ACAT2
MRPL9
SLC1A4
CD74
ABCB7
MCCC2
TBC1D22A
HSF2
CETN3
CYB561D2
CHUK
SERBP1
TFPI
RIN2
CCDC93
FBP1
FTO
SLC35D1
IFFO1
CXCL2
CASP6
ARNTL
CDT1
SELPLG
PUF60
C3AR1
ATP2C1
NCF2
NRXN2
SLC25A1
APEX1
LYL1
TAF5
MARCH2
NLRP1
INVS
LTB4R
URI1
TLR5
TLR1
ITGAX
STX11
B3GALT4
HSP90AA1
EIF6
LILRB3
SET
CDKN2D
B4GALT3
MAB21L2
BCL11A
RBBP4
ODF2
CHEK2
SLC11A1
HGS
ADGRA3
EIF3K
HLA-G
SLCO3A1
LST1
BCKDHB
SLC43A3
SPINT2
DLC1
PLAUR
NAT6
FCGR2B
POTEKP
ST3GAL6
FCGR2C
CLIP2
MLLT11
DLAT
PSTPIP1
PTBP1
UBE3A
TUBGCP4
B3GALNT1
WDR37
CYTH4
MRPS11
LRPPRC
FBL
ERG
FTH1P5
DYNC1I2
USP32
BDH1
ZNF551
EVI2B
ATP5PB
UBE2D1
DCTN1
KAT6B
HNRNPA3
GANAB
EIF4B
IPO5
RAB7A
ZFP36L1
ARPC5
TMEM123
ARFGAP2
TOP2B
SMARCE1
HLA-DPA1
STIP1
RSL1D1
FLII
VDAC1
ATP6V0D1
MAPK3
YARS
SLC25A6
PMPCA
STX12
RHOQ
TCTN3
RANGAP1
MRPS27
RNF187
ACACA
KCTD12
MPRIP
ANKLE2
FASN
TUBA4A
MTDH
QKI
SERPINB1
TMEM97
PSMD14
TXLNA
RBL2
FAM98A
CREB3L2
KDM1A
MYO1B
VGLL4
IMP4
SEPT6
PDCD11
KIAA0232
CERS6
KBTBD2
DNAJC13
ACAP2
MAPK1IP1L
CEBPB
MXRA7
ARAP1
UBE2E1
SPART
ATP11B
CRYBG1
SPRY1
OSBPL8
RCOR1
CHD9
STX10
EXOSC7
IL1RN
FKBP15
METAP1
DDHD2
NUP188
PCCB
SREK1
ARHGAP19
NME4
RNF115
OBSL1
PACS2
KIAA1109
YLPM1
FTL
C1orf216
ANKMY2
DMXL2
MEGF9
CKAP5
PPFIBP2
R3HCC1
ARHGAP45
WDR7
MPHOSPH10
CCDC69
ZNF282
ZZZ3
ABR
MTREX
CSTF2T
LRRC47
DNAJC16
TSPYL4
CAMTA2
DYRK4
POLR2I
TBC1D9
LINC01278
GNPTAB
ZDHHC17
NACC2
MORC3
TRIM37
NEDD4
BBX
ABHD3
RANBP6
UTRN
ANKRD28
TTC28
PIK3C2A
DNAJC2
COL4A5
UHRF1BP1L
SLC36A1
GCSH
MCAT
GSAP
GPX7
BBIP1
PIBF1
SNX13
TRIM22
PFAS
TOGARAM1
TCF25
PRMT3
OARD1
TEX30
GTF2H5
TDRD7
PAQR3
RPS12
MAPKBP1
MLC1
SDR39U1
RPP40
SFI1
ZNF862
ITGAL
USP32P2
G0S2
HSD17B8
ZNF710
RNASE6
SMPDL3A
PMS1
ELOA-AS1
RPL35A
LINC00342
SECTM1
MYO1F
GOLGA8N
ATP5F1A
EMID1
PTPRA
EEF1AKMT3
TBC1D30
LYZ
DOK2
HCG26
HNRNPA1
MTMR6
GMPS
RALA
PIAS2
GPR65
PMS2P3
ARFIP1
FCGR1B
CEBPE
PMS2P1
FBXW4P1
NOP14
WDR43
NOTCH2NL
ANKRD36
SP1
YIPF1
ARMCX6
ZNF468
NAAA
AHCTF1
MAP3K1
GRB2
TSC22D1
PGAP2
ZNF529
GGCT
STOML2
ZNF428
BEX4
SUMO4
PHC3
FLCN
DDX27
SPATA5L1
ZNF804A
DNAJC11
LILRA5
RPL3
TTLL12
TGIF2
TMSB4X
HMGB3P1
MICU1
LMNB2
HERPUD1
PRDM1
PRAMEF10
HLA-J
HLA-DMA
FAM49B
RPL10L
SEC61A1
EIF3L
CHCHD2
NGRN
COPZ1
S100A6
ITM2B
TMSB10
NAMPT
TMEM30A
ADIPOR1
RAB31
RTRAF
PIGT
MTCH2
TRMT112
HACD3
ZNF106
GPS1
YKT6
PRMT5
GALNT2
ALDH18A1
UFC1
CNOT2
NUCKS1
GOLPH3
BZW2
LARS
SELENOT
YTHDF2
SPIN1
CCDC47
SUPT16H
PCNP
DDX41
CTDSP1
NDUFA10
PIAS1
RNF130
HSD17B12
MIF
PIH1D1
CAB39
SUCLG1
MMADHC
NAT10
C16orf58
LIMA1
PTCD3
TMEM214
IARS2
HERC2
BACE1
MRPL18
DUS1L
RSL24D1
DYNLRB1
MRPL42
C19orf53
SPCS1
MRPS7
ERBIN
MRPS35
POMGNT1
BTBD1
SAE1
VKORC1
CFAP20
TOMM22
SLC25A38
TTC19
EIPR1
VPS51
DCXR
TM7SF3
TCEAL9
MRPL16
CCNB1IP1
EFHD2
SQOR
MRPS2
ZNF22
PPDPF
ECI2
COA3
MRPL15
RIPOR1
SNN
RBM47
DMAC2
COPS4
MRPS16
OSBPL9
COMMD3
MRPL13
UFM1
MEA1
DCTPP1
FAF1
FXYD5
CHMP5
AGPAT5
IFT57
FTSJ3
TEX10
MRPL4
WDR26
MRPS34
CFAP298
SLC25A37
SRPRB
ZNF395
CDC42SE1
APPL1
NDUFA8
MEAF6
ISOC1
VPS4B
C8orf33
TIMM13
NANS
UQCR10
LMBRD1
IP6K2
ARMT1
OSTM1
DHX32
NOL6
RPRD1A
TMEM258
ARL6IP4
SCPEP1
LANCL2
C12orf10
PLEKHO1
PNMA1
NDUFB4
NUBP2
TNKS2
NAGK
UTP11
MEX3C
CNOT7
MID1IP1
EIF2D
POLR1D
MKL2
RMND5B
BCCIP
SECISBP2
DROSHA
MRPL24
WDR74
MRPL48
BDH2
CCDC90B
UBA5
RNPEPL1
OSBPL11
IPO4
MAP4K3
NKAPD1
TIMM9
PELI1
NDUFB11
RHOT1
SPATS2
COQ4
PFDN2
PHC1
ERMP1
GTF3C3
ZWILCH
TIMM8B
EXD2
METTL17
NUDT9
LOC728392
MRPS18A
ACTR6
FANCL
MRPS30
TRIAP1
SNX10
MBIP
KANK2
LZTFL1
MCCC1
CMC2
SMARCAL1
PLBD1
DNAAF5
RPF1
YARS2
BBS1
PELO
POMT1
TMEM14A
AGBL5
EXOSC5
IFT46
THYN1
SLC2A4RG
UXT
ERO1A
STK26
ARHGEF3
FOCAD
FAHD2A
PLPPR2
WDR12
IMPAD1
TBK1
RANGRF
CD320
UCKL1
NIT2
MAFB
LYRM4
MACO1
NDUFA3
DPP3
AGK
TWNK
RBM28
HEATR1
HECA
TFB2M
ZDHHC7
CPPED1
SUV39H1
HEMK1
WASHC3
MAN1B1
IMPACT
ZXDC
C11orf95
YRDC
MRPS33
PJA1
PUS1
ATG7
PCTP
PTBP2
ARMCX1
EXOSC4
RAB29
NXT1
TTC27
ICE2
PTRH2
NAA40
RNF138
TMEM161A
FBXW7
NOL9
DHRS11
UPF3B
RRP1
SIDT2
WARS2
REXO4
TMEM39B
DCPS
SMYD3
BSPRY
SCML1
SIRT7
MCUB
CHFR
PANK2
EGFL7
SLC35F2
CHD7
FCGRT
PPP2R3C
DEPTOR
NOC4L
MARC1
TRMT11
MRPL2
MRPL35
BAALC
GMIP
ZFAND1
CTBS
ZNHIT6
CCDC59
VCPKMT
NFU1
MTPAP
PLCXD1
MYO5C
ZFP64
EFL1
MRPS17
PUS7
MRM3
TFPT
FASTKD1
NDUFAF4
NUP43
LDAH
HS1BP3
TPRKB
PARP8
RNF34
CEP70
REPIN1
PIGN
VPS37C
NPR3
LAGE3
ZCCHC2
PXMP2
GPATCH2
CYB5R4
CTPS2
MYBBP1A
TIGAR
RNF141
GAR1
DDX54
SLC50A1
PELI2
NMRK1
PITPNC1
KLHL2
MRPL11
IFT74
SLC41A3
SIRT5
UBAP2
WDR70
RHBDF2
TMBIM4
RAB8B
SLC39A4
NARS2
BAHCC1
SEMA4A
ELP5
GLTP
CAAP1
HSPBAP1
DAPP1
DTWD1
OLA1
WRAP73
B3GNT2
VANGL1
MICALL2
NUDT15
ADAP2
NAA35
AVEN
ALG9
SERTAD3
COQ10B
HPSE
TRIM68
AGO3
TREM1
BICRA
DPEP2
TMEM127
TTC13
ADA2
RSRC1
ZNF267
ZNF16
NME7
SLC17A9
MARCH1
OGFRL1
SPATA7
DPH5
SLC15A3
KCNK5
IRAK4
ACTR5
COL4A3BP
CEP83
DEF8
HACD1
KLF3
PTCD2
MS4A6A
BEND5
UXS1
RAB11FIP1
IGFLR1
LGI2
CACNA2D3
SLC27A5
RPL36
CRYZL1
PILRA
DHRS9
SMCO4
EFHC1
CYTL1
CCDC186
KLF3-AS1
FAM198B
SLFN12
FRAT1
SLCO4A1
CLEC4A
MCOLN1
RUFY2
UCHL5
RNF220
APBB1IP
APOBR
PRSS21
NOD2
CSPP1
C5AR1
SLC2A6
MCUR1
EVA1B
SNX11
SINHCAF
GPALPP1
SH3D21
ATG3
TMCO3
FANCE
ZDHHC4
ABHD17B
MYLIP
PBRM1
SLC12A9
SLC39A2
THAP4
AUP1
PIK3R5
GVINP1
MLST8
NELFCD
FAIM
COA4
C7orf43
DNMT3B
MRTO4
ASAP1-IT1
NECAP2
PPA2
C6orf48
UEVLD
PLPPR3
HAO2
HRH2
C1orf112
NYNRIN
ANKRD36B
FAM162A
ARPC5L
UNC93B1
TSPAN14
ITM2C
TRIM8
APOL2
CTNNBL1
TMPRSS5
APH1B
ASAP1
GTPBP8
GTPBP2
TLR4
UNKL
DENND1C
APOL3
TMCO6
CCPG1
CIDEB
YEATS2
NPL
SCMH1
TPK1
TRMT61B
RCC1L
EMC6
SF3B5
QTRT1
SLIRP
MRPS15
B4GALT5
CUTA
TSPYL1
DENR
LCMT1
MED17
FBXW4
ANKRD27
CRISPLD2
ILKAP
SOAT1
CALHM2
ZFAND6
MTCH1
APOO
ACOT9
INTS13
USP3
ARHGEF10L
CORO1C
PIGP
MAP3K2
CLEC7A
DDX50
TM2D3
BABAM1
SSH1
JMJD1C
BRD7
RITA1
KDM7A
SHTN1
FBXO42
KANSL2
LUZP1
PTPRE
SMIM10L1
MINDY1
TFEB
CALML4
TMEM8A
FAM131A
SEH1L
GUCY1A1
NOL11
P4HTM
EXOC1
WDR13
MTMR14
TBC1D2
MED15
BIN3
TMEM135
CERS2
ISYNA1
SH3BP4
HLA-F-AS1
SNHG17
