,logFC,AveExpr,t,P.Value,adj.P.Val,B,change
PMVK,1.12418100238864,6.52959544292323,7.05091246272397,8.60175831022515e-09,4.87158028866313e-07,9.95965932026264,Up
ATG2A,-1.30396832360114,6.82720265504144,-7.04821751370358,8.68119097559378e-09,4.89421871228589e-07,9.95062445320422,Down
CUEDC2,0.806987415342491,7.43657693299423,7.04625467543759,8.73950788314358e-09,4.90480164138597e-07,9.94404384578192,Not
HLA-F,-1.44383251230468,11.326897470571,-7.03316392729568,9.13862438295914e-09,5.1008834244749e-07,9.9001525200905,Down
ERMP1,1.24326130986617,7.03707566982609,7.03212270681659,9.17114410753772e-09,5.1008834244749e-07,9.89666121848704,Up
NEDD9,-2.53276530565619,5.58173135990319,-7.02350997842104,9.44463135438138e-09,5.2041201475777e-07,9.86778063933379,Down
IGF2R,-3.11020966298557,6.32024725544021,-7.02339113610239,9.44846174297352e-09,5.2041201475777e-07,9.86738211516571,Down
CRLF3,-1.62762371824098,8.63069932380231,-7.02233302149534,9.48263447031009e-09,5.2041201475777e-07,9.86383382832053,Down
VAMP8,1.30230718127463,11.065560569966,7.01976815908676,9.56598446812948e-09,5.22673591886388e-07,9.85523265598993,Up
PGGHG,-2.34331229222752,5.56426609109919,-7.01839846734511,9.61079586260587e-09,5.22818864403073e-07,9.85063935820457,Down
MYCL,-1.83881157941088,4.13879085282031,-7.00886679039146,9.92852609627957e-09,5.37744581537797e-07,9.81867297101878,Down
BZW2,1.89258205927458,9.40374855569837,7.00053277054449,1.02149585307274e-08,5.5085274198527e-07,9.79072082781858,Up
H2AFY,0.825302862541454,12.022506490197,6.99556560142907,1.03896038243725e-08,5.5784526508092e-07,9.77406001640393,Not
SIRPG,-0.982746350060095,3.07814806113485,-6.98084447409581,1.0924992700427e-08,5.84063295100846e-07,9.7246782208054,Not
ZNF200,-1.97280173962163,5.28031062979382,-6.96500911192342,1.15318490616394e-08,6.1386061764598e-07,9.67155160515077,Down
SLC35F2,1.5548817183125,5.35345982337704,6.96262559877971,1.162607537548e-08,6.16231678983242e-07,9.66355444833702,Up
CLEC7A,-3.47850543097745,7.65456202617663,-6.95350743107915,1.19937236224595e-08,6.33013421656874e-07,9.63295972118511,Down
NPL,-3.60852288462314,4.74882796896705,-6.93934689555373,1.25879374252896e-08,6.57808892618856e-07,9.58544149656739,Down
PSTPIP1,-1.83070505206677,6.04939494747079,-6.9382255211357,1.26362363636169e-08,6.57808892618856e-07,9.58167829155386,Down
LPCAT1,-1.55813708781664,7.34421363853363,-6.93775585100675,1.26565208052635e-08,6.57808892618856e-07,9.58010212205989,Down
STK10,-1.37309979047079,8.38938581975611,-6.93635267854637,1.27173167404802e-08,6.57808892618856e-07,9.57539317019458,Down
FCAR,-3.12194353710421,5.17992695898505,-6.93577876886322,1.27422671245875e-08,6.57808892618856e-07,9.57346715306984,Down
RBFA,1.13195412454195,6.2824653145248,6.93487306989009,1.27817417657941e-08,6.57808892618856e-07,9.57042764710315,Up
CAB39,-1.31840311870276,8.85850714403431,-6.92815536798811,1.30783852320572e-08,6.70294264600024e-07,9.54788251360828,Down
CYFIP2,-1.8327388640905,8.95780216865761,-6.92114656610862,1.33952462350948e-08,6.81912064318763e-07,9.52435917823673,Down
GSTP1,1.30889653134243,9.22345470383424,6.92071461989318,1.34150240823815e-08,6.81912064318763e-07,9.52290941487995,Up
TNFRSF1B,-3.01671395169116,8.49466492622385,-6.91737170050959,1.35690825331007e-08,6.86927880236929e-07,9.51168924214682,Down
TRAT1,-1.80478346172332,4.53380780886583,-6.90623816066752,1.40950821529595e-08,7.10655707086001e-07,9.47431861913562,Down
PTBP2,1.43623620082043,6.80404251765115,6.89990009382618,1.4403605595178e-08,7.23270931971629e-07,9.45304302881901,Up
MNDA,-4.13640869828184,10.510556007751,-6.87655491871806,1.55995694915348e-08,7.80167179046394e-07,9.37466989137324,Down
MAT2B,-1.01141942877963,9.06685507453736,-6.87509544780164,1.56775623507738e-08,7.80918898942359e-07,9.3697698220864,Down
CAMP,-2.75970018528599,3.8055345230163,-6.86451546004067,1.62547608636676e-08,8.06431195968275e-07,9.33424686617721,Down
CCNB1IP1,2.21060449555908,7.57236054713009,6.85664365596774,1.66979938636182e-08,8.25120390001818e-07,9.30781523662608,Up
BTN3A2,-1.85397050070739,7.8311168368998,-6.84355276418002,1.7462088881118e-08,8.59453525367089e-07,9.26385630641077,Down
ACACA,0.947905720624399,5.97910325883254,6.84101627837571,1.76141447566234e-08,8.63510819827667e-07,9.25533844068242,Not
VNN2,-4.41823215556533,7.49947656882235,-6.83305842805079,1.80998661177746e-08,8.83829289207711e-07,9.22861407009297,Down
ALDH6A1,1.14763664160487,6.23051291020584,6.82415098981946,1.86594908971001e-08,9.07357677136166e-07,9.19869931094089,Up
CYTIP,-1.8179432882926,9.40118778631216,-6.82307876075661,1.87280146212093e-08,9.07357677136166e-07,9.19509823402547,Down
HLA-DOB,-1.67434443555547,3.29394416780367,-6.81514608294909,1.92428720568906e-08,9.2867448296348e-07,9.16845571197203,Down
IL3RA,1.14066785083359,6.61517822362806,6.81023285240286,1.9568847574944e-08,9.40745800279187e-07,9.15195367178939,Up
DFFA,0.98162255309976,6.875454809857,6.79530480364016,2.05936207209371e-08,9.86187945180627e-07,9.10181234586212,Not
ASCC1,0.846293050514848,5.95831366901834,6.79373538732882,2.07044341967179e-08,9.87681143622663e-07,9.09654066762769,Not
NDUFB5,0.839963691690146,9.1485345939606,6.79111819246581,2.08905601371084e-08,9.92741829044275e-07,9.08774940560735,Not
GSS,0.786004404739306,7.32312096195516,6.78985123724628,2.09812630899906e-08,9.93246588187609e-07,9.08349361247957,Not
BAG4,1.89674057715144,4.76520479884239,6.78654460739805,2.12198525311902e-08,1.00072179066293e-06,9.07238628499888,Up
NLRP1,-2.94965962747993,6.04466395976223,-6.7815417249328,2.15860139687195e-08,1.01413383050768e-06,9.05558073228663,Down
PTPN4,-1.83992060877686,5.90384004488519,-6.77951340979244,2.1736264395164e-08,1.0173391973329e-06,9.04876715769226,Down
CD19,-0.967269448018626,4.96858073759783,-6.77765341313983,2.18749674070915e-08,1.01998203289532e-06,9.04251894785036,Not
CD14,-5.16119330128964,8.22307968664164,-6.77571313218628,2.20206026545061e-08,1.02292709634397e-06,9.0360009861622,Down
DENND2D,-2.11872755808005,6.37776026311549,-6.77313929907916,2.22152919995368e-08,1.02812039802334e-06,9.0273546530916,Down
GRK6,-1.00028256275018,7.06767983708933,-6.76246861057817,2.30410131780148e-08,1.06237058158706e-06,8.99150734103224,Down
TARBP2,0.682934574196997,6.01637940586073,6.73683354348652,2.51526030939792e-08,1.15543605990602e-06,8.90538202532704,Not
PSMB9,-1.76294763568725,7.95889503930536,-6.73000147805721,2.5747387695398e-08,1.17839427891521e-06,8.8824271498944,Down
MBD2,-1.05923420121742,9.36495569637941,-6.72676860950946,2.60337253898048e-08,1.18711873532996e-06,8.87156492923824,Down
LILRA6,-2.52508160198714,6.61432581282235,-6.71519317392402,2.70853837610652e-08,1.23054950471975e-06,8.83267128352945,Down
MPV17,0.86449159642182,6.68873786917391,6.70374711641205,2.8167130720903e-08,1.27152751505707e-06,8.79421095937046,Not
SOCS5,1.28794689527818,6.3450997398322,6.70247664980439,2.82898377415668e-08,1.27152751505707e-06,8.78994193689556,Up
ARPC5L,1.01204977367049,8.78847258214028,6.70242439763192,2.82948959248368e-08,1.27152751505707e-06,8.78976635878939,Up
MAEA,-1.18244273107914,8.11742403933594,-6.69875786722697,2.86520996271424e-08,1.2829313778897e-06,8.77744599362434,Down
HLA-E,-1.78431856923079,10.8670752261138,-6.68695090000522,2.9833348692289e-08,1.33101807133259e-06,8.73777110268221,Down
AQP9,-4.45009905296696,7.18846003771264,-6.68545293584172,2.99866610532189e-08,1.3330629284698e-06,8.73273741512335,Down
ADA,2.13333786210223,7.71136744494837,6.67906765358332,3.06490771576861e-08,1.35764465709565e-06,8.71128041085345,Up
BTBD3,2.11313971878846,6.00258351337772,6.67618121889903,3.09533097777465e-08,1.36624164118644e-06,8.70158077467089,Up
CHST15,-3.87778701783173,6.02537141049728,-6.67447731039288,3.11343209402637e-08,1.36935809440458e-06,8.695854894753,Down
EIF6,0.868140446740926,8.44585607132473,6.66735206015351,3.19028143483644e-08,1.39820002248326e-06,8.6719106992133,Not
DNM1L,1.05730981960331,7.54287397383118,6.64487339193476,3.4453979564508e-08,1.50469263569927e-06,8.59636963105337,Up
TCTA,1.15584003236737,6.74593589874185,6.6234900623927,3.70702026720595e-08,1.61326920611072e-06,8.52450709950829,Up
EPOR,-1.46665058338486,4.35648895718546,-6.62129478284887,3.73498042963681e-08,1.619753925482e-06,8.51712936455687,Down
PTGS2,-2.57503137606989,8.25274357132609,-6.59476823164778,4.09000014569284e-08,1.76753560303235e-06,8.42797986505656,Down
MME,-3.63827715380499,3.83454015068648,-6.58938340790108,4.16609337810543e-08,1.79416861696672e-06,8.40988258973942,Down
SIL1,1.10158863041262,6.07357281543954,6.5834336732694,4.25181840336495e-08,1.82394927140318e-06,8.3898867415844,Up
FCGR3B,-4.18194805906966,7.55596415951597,-6.58255303013971,4.2646560405299e-08,1.82394927140318e-06,8.38692707790496,Down
TBX21,-1.57229834541238,5.56327050522419,-6.5758028243674,4.36435478948607e-08,1.8601749984191e-06,8.3642409987882,Down
TMC6,-0.95355292708299,8.15772195139368,-6.57467795376242,4.38119414880812e-08,1.8609572269749e-06,8.36046053660535,Not
ALDH1A1,-2.99821214312782,6.31412910355537,-6.57005220566527,4.45112811162578e-08,1.88420962349811e-06,8.34491434160763,Down
PDE4B,-2.74547664438372,8.26004415772521,-6.56729761307234,4.49330281848594e-08,1.89559302237011e-06,8.33565672600615,Down
EAF2,1.6670655983762,8.53245672542867,6.56620658410031,4.5101175910907e-08,1.89623689770502e-06,8.33199000551355,Up
MGAT4A,-1.07218832921448,4.25203406396739,-6.55384941090409,4.7050177281949e-08,1.97149780009464e-06,8.29046024610892,Down
SLC41A3,1.04371141186827,5.16466504114232,6.54799190380172,4.80032652464802e-08,2.00466161229661e-06,8.27077454852871,Up
CHST2,-1.58325469948384,6.9397228903913,-6.53458806911263,5.02575595487834e-08,2.09176010430725e-06,8.22572778949107,Down
BTN3A1,-1.73707985497746,5.26386903798777,-6.53190347995357,5.07216389263356e-08,2.10401500870682e-06,8.21670566582774,Down
SYNRG,-1.58746355657301,7.15950031834511,-6.51630218688458,5.35047402434667e-08,2.21206431079906e-06,8.16427486576769,Down
CAPRIN2,-1.8383731107238,6.48316937665014,-6.51393414468921,5.39403276256926e-08,2.22266406492181e-06,8.15631676011358,Down
ITPKB,-1.5548750093098,6.64065856454688,-6.51131052328208,5.44270716532497e-08,2.23529460170615e-06,8.14749978359947,Down
SMCHD1,-1.80992234667566,8.14275804635088,-6.50436995045933,5.57360073311588e-08,2.28149735619922e-06,8.12417539413983,Down
RABGAP1L,-1.5681087519518,7.31711722013247,-6.49921054321335,5.6729395844386e-08,2.30329765682731e-06,8.10683695615318,Down
TXN,0.898482936931435,11.055247356429,6.49901529261987,5.67673351326404e-08,2.30329765682731e-06,8.10618081046885,Not
BAHCC1,2.53361118569003,5.80160275082711,6.49871520937073,5.68256940247647e-08,2.30329765682731e-06,8.105172371883,Up
LCN2,-1.93431959728455,5.4352743416216,-6.49451198620686,5.7649455083429e-08,2.3290755420188e-06,8.09104738096348,Down
PHYH,1.66642383303107,6.17966661534681,6.49242078426646,5.80637351401705e-08,2.33819645111537e-06,8.08401991307866,Up
XBP1,1.52175025880595,8.96144209063417,6.48425478535089,5.9710191302192e-08,2.39671683728507e-06,8.05657844562097,Up
FBXL12,0.615577636223859,7.3626593606644,6.46961714617928,6.27792445822938e-08,2.51177732436835e-06,8.00739067139812,Not
CITED2,1.52311681140691,8.41501050082099,6.46722703317139,6.32951524219116e-08,2.52427580543077e-06,7.99935920364282,Up
ITPA,0.886950566290627,8.07882942069158,6.45916762224255,6.50662445556396e-08,2.58105465158031e-06,7.97227766182444,Not
HHEX,1.61387213207747,7.7809233941002,6.4588589366333,6.51350565141206e-08,2.58105465158031e-06,7.97124041722692,Up
LITAF,-1.98936648986665,9.9041998609735,-6.45433605204093,6.61516810044076e-08,2.6129913996741e-06,7.95604274277596,Down
HECA,-1.17933846040606,8.83557398917799,-6.44787529363452,6.76314753237472e-08,2.65920196676142e-06,7.93433384841255,Down
RPL15,1.06986966127308,7.5156515159195,6.44736235889019,6.77503685799089e-08,2.65920196676142e-06,7.93261034773281,Up
FGL2,-4.37761463101556,7.71182289632711,-6.44525580150558,6.82408440116951e-08,2.67000374850806e-06,7.92553218137739,Down
C11orf71,0.965757322270676,4.44992893768003,6.44318494732398,6.87264677819167e-08,2.68054836446262e-06,7.91857402840918,Not
PIP4K2A,-0.555823508224702,5.56471726461889,-6.44120364289733,6.9194326636875e-08,2.69033615447386e-06,7.91191681178998,Not
URM1,0.680665131915567,6.24903624974049,6.43643438208656,7.03336277879237e-08,2.72608745454256e-06,7.89589220108931,Not
UQCRC2,0.779484058161961,8.91662066293716,6.42251942123254,7.37660363580268e-08,2.85021853255018e-06,7.84913982646059,Not
PSMC1,0.503358580569348,9.43451575912194,6.42007927644651,7.43849835342711e-08,2.86520792166324e-06,7.8409415275601,Not
XPO6,-2.04001845439488,8.93363003109341,-6.41797164257216,7.49237669214282e-08,2.8770262573575e-06,7.83386044915373,Down
WWC3,-1.71367688281707,6.19852172917901,-6.41238249568244,7.63715143442066e-08,2.92356756917035e-06,7.81508272396448,Down
C6orf48,1.24182967873721,10.0594840361016,6.40847399145029,7.74005153616374e-08,2.95384182163196e-06,7.80195167343132,Up
R3HDM1,1.12914548158167,7.48303366429721,6.38835368931864,8.29211123975835e-08,3.15481765971542e-06,7.7343588834774,Up
CLINT1,0.894656928660819,8.4500478801019,6.38459300519902,8.39958146783722e-08,3.18593299527783e-06,7.7217258218511,Not
RIPOR2,-2.45544238113113,8.66260375009986,-6.37990931696315,8.53537774502557e-08,3.22756982230342e-06,7.70599248809887,Down
SPATA20,1.44351009673786,6.41470404332778,6.37327298598203,8.73155413624838e-08,3.29171629033096e-06,7.68370051806912,Up
SEMA4D,-1.58235696502872,8.32311319647045,-6.3672434615162,8.91369785246854e-08,3.35019983224749e-06,7.6634475245489,Down
ZPR1,0.946928077230111,5.87526631872656,6.3616620961227,9.08568658776515e-08,3.40452479601363e-06,7.64470046534314,Not
PIK3CD,-1.69746677451593,8.93788702412059,-6.35804712947192,9.19884704214334e-08,3.43654517661759e-06,7.63255858194149,Down
VAT1,1.28975673312843,8.01422773185122,6.35622374349823,9.25645846065084e-08,3.44768331193551e-06,7.626434319503,Up
OCRL,0.935278640606371,3.74067686740183,6.35306999613871,9.35695637392219e-08,3.46920878614983e-06,7.61584188030577,Not
LBR,-1.55994002038702,10.0315449614684,-6.35207976901833,9.38873554938524e-08,3.46920878614983e-06,7.61251606010082,Down
IRS2,-1.80224034308233,7.9785223467483,-6.35178665864092,9.39816296175396e-08,3.46920878614983e-06,7.61153161036647,Down
PF4,-3.58699047833817,8.50705223965251,-6.34955215877445,9.47034364939181e-08,3.47897511601056e-06,7.60402680354835,Down
MYL6B,2.36093385677987,5.66685516160326,6.34886585025745,9.49262438989821e-08,3.47897511601056e-06,7.60172178250128,Up
CD6,-0.889806142592307,3.97592231451427,-6.34836957033222,9.50876855863565e-08,3.47897511601056e-06,7.60005499314627,Not
CCL4,-2.57162432728786,7.30843191191712,-6.34603022075737,9.5852387858104e-08,3.48168942351884e-06,7.5921981962543,Down
APH1A,0.960798795527287,7.80996093456691,6.34566859732429,9.59711450104168e-08,3.48168942351884e-06,7.59098367949155,Not
MCTS1,0.984201698578971,8.03299501756624,6.34556858876912,9.60040137743646e-08,3.48168942351884e-06,7.59064779998321,Not
ATP2C1,0.918459969017252,6.14206436187806,6.34377610033978,9.65950438049816e-08,3.49291057817256e-06,7.58462774748485,Not
HMG20B,0.981227310134975,5.40174720216576,6.33289699645834,1.00260993031599e-07,3.61493342026431e-06,7.54809179741455,Not
HIST1H2BK,1.57702224347787,9.59633843743749,6.33199199612718,1.00572145383585e-07,3.61564150490609e-06,7.54505259070196,Up
RPN2,0.980021531340922,10.0390497581236,6.3296820844306,1.01370708701814e-07,3.63381763014046e-06,7.53729543538542,Not
WLS,-1.84852477977482,4.34748484961345,-6.32362789291298,1.03493909668325e-07,3.69122066908175e-06,7.51696476559612,Down
KIAA0040,-1.84820470791364,6.72493811453023,-6.32342094781504,1.03567265406793e-07,3.69122066908175e-06,7.51626983424656,Down
SLC2A3,-1.83431716069056,9.07372378129483,-6.31982802298588,1.04849161612152e-07,3.72620100709318e-06,7.50420477397285,Down
VPS37C,-1.21793584775949,6.93721121404552,-6.31728893508716,1.05764615963902e-07,3.73181264057492e-06,7.49567867602071,Down
EXT2,1.44715827527452,5.1564751570411,6.31697164332789,1.05879573759067e-07,3.73181264057492e-06,7.49461324031315,Up
ZNF195,1.23075701789628,6.44361504984579,6.31688854068938,1.05909703255855e-07,3.73181264057492e-06,7.49433418988882,Up
TARS,1.52464559109862,7.8034804827449,6.31384100553455,1.07020548283511e-07,3.76027155909458e-06,7.48410097635891,Up
FAS,-2.28077005267265,7.01123952065625,-6.30707126592363,1.0952999155598e-07,3.83757199228481e-06,7.46136985916643,Down
RBMS1,-1.14226896799351,8.9506083480428,-6.30340261327426,1.10914383802737e-07,3.87512986564886e-06,7.44905187267998,Down
NCF2,-3.88078947884646,9.27315324717051,-6.29602978923869,1.13749668086453e-07,3.96302565527046e-06,7.42429760864021,Down
FOSL1,1.69419761967398,3.76222835910632,6.29041545448022,1.15957176839537e-07,4.02861866762124e-06,7.40544835931076,Up
H2BFS,1.782635435019,8.32411870001563,6.28838936572045,1.16764284446218e-07,4.04532798878893e-06,7.39864627519737,Up
DYSF,-2.2495511851777,7.0980747018981,-6.27996465154494,1.20180960731128e-07,4.15210154860218e-06,7.37036352387196,Down
RASSF1,0.97424277770932,7.67385158237568,6.27037145402997,1.24193293914639e-07,4.27880395673129e-06,7.3381602701199,Not
PTDSS1,1.19573973355433,9.68045935584885,6.26338691269996,1.27198486089183e-07,4.37020172566243e-06,7.31471551327516,Up
PTK7,0.785708392355708,5.11462147866338,6.26162755568539,1.27966857293317e-07,4.38445561052214e-06,7.30881015225547,Not
TUBB1,-1.71702329301707,5.09290509908866,-6.25496316434683,1.30919702526478e-07,4.4732701664901e-06,7.28644159846991,Down
MAIP1,0.927061241461778,7.22472573465183,6.25116767571646,1.32631716479166e-07,4.51931642717334e-06,7.27370286789174,Not
CPT1A,1.18655171822861,8.89016201304518,6.25027425952959,1.33037946106673e-07,4.52073875496181e-06,7.27070437053862,Up
USE1,0.662604250212197,6.83228626664164,6.24717737272988,1.34455721028422e-07,4.5564325352883e-06,7.26031072745412,Not
GSAP,-1.9576411465375,7.4377789116909,-6.24179451154917,1.36956033070683e-07,4.61806151970058e-06,7.24224565136168,Down
FBXW7,-1.32242780928636,6.88396296918512,-6.24166022509933,1.3701899856888e-07,4.61806151970058e-06,7.24179499199931,Down
GZMH,-2.48032662446869,6.55785886679212,-6.24061683440196,1.37509219489396e-07,4.62202398191594e-06,7.238293437194,Down
HINT1,1.23434302086923,10.8256128479742,6.23731829532938,1.39070538298772e-07,4.66186996356667e-06,7.22722395485072,Up
BTG1,-1.21859157438101,12.2855149338723,-6.23640120064793,1.39507769560254e-07,4.66392147130952e-06,7.2241463577694,Down
