,logFC,AveExpr,t,P.Value,adj.P.Val,B,change
MEX3C,0.527631281100121,7.30977958214742,2.60585962453742,0.0123841073232798,0.0427767071168903,-3.70543425555084,Not
MCM3AP-AS1,0.306006331207033,3.79350176924355,2.60579013592442,0.0123862833389514,0.0427767071168903,-3.70559324440409,Not
BCAT2,0.278827062450424,6.00619948765625,2.60565283947922,0.0123905837660073,0.0427767071168903,-3.7059073673543,Not
MVK,0.0733209717975356,4.06774267211277,2.60561089535785,0.0123918978207681,0.0427767071168903,-3.70600332962213,Not
ADAMDEC1,0.623113457749278,2.80063998789912,2.60429905462505,0.0124330605200653,0.0429068585504648,-3.70900406438636,Not
EHHADH,0.190487216114784,3.95609043462704,2.60364846624638,0.0124535209493318,0.0429655133058587,-3.7104918233241,Not
CRIP2,0.944179277092128,2.82396580244429,2.60345724958099,0.0124595404011058,0.0429743269173845,-3.71092904371637,Not
BNIP3,0.215580137141286,2.81757457592188,2.60081592707516,0.012542961417515,0.0432500279292295,-3.71696606031307,Not
MGMT,0.689256634788526,5.0701290371036,2.59982552844566,0.0125743727434169,0.0433462882536407,-3.71922855736059,Not
UBA5,0.37608526990018,6.37332078426019,2.59958829751821,0.0125819073985865,0.0433602104653149,-3.71977040086956,Not
LINC00965,0.199267390921813,3.26759221125713,2.5984321757941,0.0126186859546275,0.0434748783042348,-3.7224105015403,Not
COPS5,0.376128123847957,9.10974856894973,2.59795208653397,0.012633987439755,0.0435061104806154,-3.72350657157049,Not
CHIC2,-0.568153589983534,7.18774808525306,-2.59792765483037,0.0126347665847921,0.0435061104806154,-3.72356234649985,Not
CYP2C9,0.0726325414596753,3.21801162378499,2.59748807838067,0.0126487925140484,0.0435423184989572,-3.72456578589541,Not
MCUR1,0.514892671730526,7.62824402160632,2.59732415904452,0.0126540264688556,0.0435482492489502,-3.72493993936995,Not
DHTKD1,-1.07468537340872,5.18893568253227,-2.59669561402884,0.0126741143194899,0.043605281526944,-3.72637446135623,Down
MGAT1,-0.467739878407629,8.24070913963383,-2.596414439361,0.0126831099010293,0.0436241298121094,-3.7270161007333,Not
GOLPH3,0.374096422356782,10.0184631324103,2.59495557714389,0.0127298769032341,0.0437728481371812,-3.7303443965948,Not
ABHD17A,-0.530376641699759,9.16540815594939,-2.59421538192459,0.0127536657373537,0.0438424933870281,-3.73203257525909,Not
UXT,0.41682769775883,9.51058287021705,2.59399444730168,0.0127607741405232,0.0438547746369934,-3.73253639670764,Not
SGTA,0.174930549282575,5.79830287184681,2.59358091846697,0.012774088854688,0.04388837231709,-3.73347932689781,Not
N4BP3,0.273050700311418,4.40226353119259,2.59325366118809,0.0127846348200887,0.0439124413385654,-3.73422546181226,Not
RGS4,0.0519583104229571,2.27721050155978,2.59268967326235,0.0128028281892291,0.0439627569299579,-3.73551117134223,Not
SPACA9,0.565428209772779,4.14468988066406,2.59250771911223,0.0128087027952255,0.0439707558176535,-3.73592592381653,Not
EBAG9,0.543886336642007,8.03455059244803,2.59219535600242,0.0128187935579524,0.0439932198393148,-3.73663788488155,Not
FAAH,0.408206678743269,4.65376085886447,2.59151361788803,0.0128408420804063,0.0440450055007001,-3.73819153313627,Not
KIAA1324,-0.35146160309351,3.6851853359949,-2.59150919500894,0.0128409852366792,0.0440450055007001,-3.73820161168077,Not
ERBB3,0.0441693252710329,2.19194673289912,2.59110767534165,0.0128539873910793,0.0440774137715115,-3.73911651351389,Not
EXOSC7,0.404781902092308,7.4163005400822,2.59092792087271,0.012859812165069,0.044085199083292,-3.73952606778617,Not
SMARCD3,-0.951961589268629,4.18265488844633,-2.59066866529343,0.0128682173482356,0.044101823644699,-3.74011672124219,Not
QRICH1,0.186758331567012,7.37928377457031,2.589142253082,0.012917806253217,0.0442595444637157,-3.74359341223202,Not
CIAPIN1,0.325493658686718,6.22233538545448,2.58863833191948,0.0129342155765115,0.0443035282506136,-3.74474085567738,Not
IRAK1,0.249341355663521,9.06464664039946,2.58839532083619,0.0129421356220157,0.0443164805580199,-3.74529414024606,Not
DNAJC1,0.403601233823318,6.67822541529789,2.58830307987541,0.0129451430348872,0.0443164805580199,-3.7455041432694,Not
KCNK7,-0.0968500370225958,1.91929375593886,-2.58785742869493,0.0129596819925972,0.0443540109696975,-3.74651867000892,Not
TKFC,0.365403310175422,3.96782432198336,2.58559598277213,0.013033689901832,0.0445949947179097,-3.75166487400846,Not
TP53AIP1,0.0894445479822727,3.1784058608699,2.58481656165953,0.0130592865587987,0.0446702512930998,-3.75343777502485,Not
KIF16B,0.354778181676505,4.23993028586311,2.58341969000346,0.0131052756466249,0.0448152009498453,-3.7566141650799,Not
CNOT4,-0.715012887551381,4.97192756453125,-2.58282413894118,0.0131249278890001,0.0448700332434587,-3.75796802164526,Not
U2SURP,0.396946755078485,8.47688051877344,2.58257475608869,0.013133165125184,0.0448858217271031,-3.75853487114859,Not
HMX1,0.187997620422596,4.714372704107,2.58201269823267,0.0131517474929333,0.0449369488029895,-3.75981228552965,Not
FOXJ2,-0.285820435109312,7.0115922101087,-2.58097712086266,0.0131860479616709,0.0450417386033061,-3.76216535122952,Not
NEK11,0.198861110746336,2.27710308287058,2.58021085689952,0.0132114808087706,0.0451161884557219,-3.76390602698283,Not
ETAA1,0.116464663741585,3.55811840741134,2.57831864197359,0.0132744768769048,0.0453188375183734,-3.76820282103619,Not
MAPK1IP1L,0.502588222160158,3.4970215179195,2.57820214342849,0.0132783643273958,0.0453196347695899,-3.76846728683596,Not
TNF,1.05781630618485,3.70986299234069,2.57758309767786,0.013299038772836,0.0453777105638198,-3.76987244738075,Up
TESMIN,0.258933460771213,2.81204287735054,2.57721868052123,0.0133112230616114,0.0454067930784284,-3.77069951447347,Not
ELN,0.359192370592068,3.97426242181216,2.57695757076994,0.0133199595368377,0.0454202748733942,-3.77129206588156,Not
FAM117A,-0.707941278471756,8.43364271076834,-2.5768816906069,0.0133224993944536,0.0454202748733942,-3.77146425678094,Not
CHD9,0.49940292480481,5.35493418277887,2.57607732152041,0.0133494504161885,0.0454996519681191,-3.77328933899698,Not
TIGD6,0.227939308706973,4.32986606852276,2.57594505598405,0.0133538868421873,0.0455022688196837,-3.77358940400447,Not
TMEM8A,-0.508028478528726,7.07581977351393,-2.57553343874326,0.0133677018491159,0.0455246664227682,-3.77452314900155,Not
AK4,0.395569911368988,3.58479606444497,2.57553048761345,0.0133678009442652,0.0455246664227682,-3.77452984317843,Not
SFRP5,0.171327243081669,4.27527777273539,2.57459338174669,0.0133993017109451,0.0456194178207116,-3.77665523432998,Not
KHDRBS3,0.668194302479629,4.56582711843274,2.5740005954526,0.0134192631842599,0.0456748411839668,-3.77799940021698,Not
TGFBRAP1,0.611541641550782,2.42525962672928,2.57309415126712,0.0134498392867557,0.0457663529968808,-3.78005435445644,Not
HHLA3,0.338587686632633,2.91676209840455,2.57219119979244,0.0134803608159385,0.0458576289632709,-3.78210085773117,Not
HIST1H2BM,0.141241224091108,3.87631955541135,2.57171430353839,0.0134965063549201,0.0458999638936314,-3.78318150929206,Not
AGO3,0.853923520353607,5.36677083800238,2.57156854631657,0.0135014445538051,0.0459041712721615,-3.78351176696743,Not
SLC2A6,-0.759671691846154,5.71491641386039,-2.57116905294966,0.0135149876951593,0.0459224898916004,-3.78441687059962,Not
LRRK1,0.302512423720673,4.81111840717255,2.5711236440637,0.0135165278771919,0.0459224898916004,-3.78451974368178,Not
CDV3,0.230318755669478,10.8687755702402,2.57108201303416,0.0135179400624231,0.0459224898916004,-3.78461405691002,Not
SLC3A2,0.427948641558536,7.56021641392833,2.57012640234016,0.0135503928309983,0.0460201320599322,-3.78677863900277,Not
BCAS1,0.130238530323077,4.15556081491746,2.56990207513832,0.0135580213386489,0.0460334351665103,-3.78728668279199,Not
SERTAD3,-0.633427790850722,4.82611463609443,-2.56978542334598,0.0135619897680931,0.0460343073600599,-3.7875508563077,Not
C19orf53,0.333416515876804,8.54157165461073,2.56951010137902,0.0135713602747553,0.0460502476124261,-3.78817432432571,Not
SDR39U1,0.432666929898617,7.52136918447486,2.56940283295295,0.0135750127257133,0.0460502476124261,-3.78841722083133,Not
IFT122,0.195013423331911,4.40047621249796,2.56932027636952,0.0135778243585135,0.0460502476124261,-3.78860415521138,Not
RAB38,0.626279957327464,2.88362721411073,2.5687606886736,0.0135968962781307,0.0461023249146134,-3.78987112251099,Not
PTGDR,-0.224069523009255,2.76692967561515,-2.56686766086922,0.0136615960750875,0.046309039660921,-3.7941556264039,Not
SUGP2,0.31683784418215,6.40706477172622,2.56654143442092,0.0136727741704642,0.0463342672230237,-3.79489374058676,Not
TAF1B,0.143584647415563,3.89117200372249,2.56585049971921,0.0136964765040677,0.046401911521429,-3.79645680748968,Not
IFI35,-0.626789120675118,6.87318344725781,-2.56559730160849,0.0137051717846487,0.0464186907823589,-3.79702952672197,Not
PSMG1,0.722990561692311,7.45619608681114,2.56517466335949,0.0137196971706858,0.04645520174939,-3.79798541619017,Not
PDK2,0.36489363770595,4.8834697374538,2.56416213127499,0.0137545534149441,0.0465605147395064,-3.80027500525888,Not
YWHAH,0.400854057792428,8.51471100117357,2.56367483334709,0.013771357353897,0.0466046781065169,-3.80137666907082,Not
GOLGA8A,0.418445804564908,5.62719606664436,2.56219188618345,0.0138226104995675,0.046765367710348,-3.80472830115477,Not
DUSP12,0.301665773736902,7.71850128521332,2.56162011631192,0.0138424182773292,0.0468196110972769,-3.80602018267562,Not
INO80B,0.336937773812382,7.72557631185394,2.56135210059634,0.0138517120370555,0.0468305236025698,-3.8066256752642,Not
TMEM144,0.0772698653602775,3.32200341756522,2.56130931832289,0.0138531960894807,0.0468305236025698,-3.80672232326356,Not
CDK10,0.344915704848921,5.67958791235054,2.56100709453569,0.0138636839090901,0.0468402056442478,-3.80740503274575,Not
RRP7A,0.552074815497357,5.25600643189368,2.56094782432096,0.013865741563354,0.0468402056442478,-3.80753891438899,Not
FLT1,0.0488852520398448,3.12179223515387,2.56082259225191,0.0138700900985855,0.0468402056442478,-3.8078217854198,Not
PAK3,0.185564314623919,4.31554444276528,2.56079160527083,0.0138711662768139,0.0468402056442478,-3.80789177644387,Not
OR2B6,0.0519727296421273,3.34615146574932,2.56046984667253,0.013882345460501,0.0468562106642047,-3.80861850299914,Not
CELF2,-0.36530237998678,9.15216418052004,-2.56043773507168,0.013883461597271,0.0468562106642047,-3.80869102679728,Not
CAMK2A,0.051559201517307,2.50378497780435,2.56019881897113,0.013891768427178,0.0468714917851711,-3.80923059572424,Not
LOC101929550,0.213168631707572,2.42961951600136,2.55977786099694,0.0139064156720625,0.0469081516400848,-3.8101811976452,Not
SLC2A9,0.484764953970914,4.3552827737714,2.55837814231369,0.0139552202975868,0.0470599775288116,-3.81334118956047,Not
ZNF639,0.266967984970494,4.51535727837602,2.55799853357933,0.0139684831950671,0.04708624711177,-3.81419796936744,Not
SLC4A1AP,-0.248357923354625,7.18815805010564,-2.55793789047156,0.0139706030292118,0.04708624711177,-3.81433483257287,Not
CAPZA1,-0.301474063497588,10.599859933534,-2.55761236403339,0.0139819871138994,0.0471118136847853,-3.81506946004243,Not
ANO10,0.284615917889967,6.01828348221705,2.55744472888095,0.0139878528343913,0.0471187774864082,-3.81544774134644,Not
BCL10,-0.406361143375475,6.94364191641542,-2.5571432575646,0.0139984072638144,0.0471415273671166,-3.81612798763408,Not
C11orf16,0.233969236862323,6.36166683927276,2.5570269233797,0.0140024820343467,0.0471424496938117,-3.81639047062578,Not
TSPAN4,0.516661591904807,6.17308310027921,2.55691499071649,0.0140064036565947,0.047142856052305,-3.8166430141554,Not
ADCY7,-0.699845054483231,8.07346680594633,-2.55661639797605,0.0140168699183954,0.0471652842099453,-3.81731666171467,Not
PRKCI,0.107523301433896,3.03489628453465,2.55565013612426,0.0140507882070851,0.0472665923874361,-3.81949621990226,Not
C7orf69,0.0601375595562503,3.37704067235054,2.55505482381233,0.0140717224590564,0.047324179408806,-3.82083873711048,Not
ZSCAN18,0.55353993389345,5.28388954023913,2.55446724937243,0.0140924124979617,0.047380914126381,-3.82216357622437,Not
LRRC75B,0.0394855350617171,3.34732767765387,2.55408657029769,0.014105832014113,0.0474131800734534,-3.82302179506411,Not
ZNF589,0.193943916659677,3.88831277690795,2.55369986901766,0.0141194757531184,0.0474461820010641,-3.82389349321708,Not
HIST1H2BB,0.431462206160999,4.51773126525102,2.55345644452255,0.0141280705183076,0.0474622043983124,-3.82444216792545,Not
RIOX2,0.453807121341407,7.28445076265727,2.55333179251359,0.0141324735440527,0.0474641400939307,-3.82472311639007,Not
PMF1,0.366267102748377,7.77387206268682,2.55318835485741,0.014137541675015,0.0474683079034141,-3.82504639249225,Not
TMED10,0.384512215837685,8.7196983598159,2.55293921856895,0.0141463484309062,0.0474850228927007,-3.82560785734318,Not
ASB7,0.451512232746635,4.95894933950849,2.55282681034192,0.0141503236036853,0.0474855150585794,-3.82586117228316,Not
TTC12,0.028497393603665,2.57857673555367,2.5526788843333,0.0141555563695033,0.0474902260348793,-3.82619451484674,Not
RBM19,0.380482911710998,4.1067410018502,2.5520764845327,0.0141768840162651,0.0475489162936009,-3.82755183894911,Not
LCP1,-0.566986396057096,11.5462024022296,-2.55163113417636,0.0141926702441352,0.0475881134428762,-3.82855514680563,Not
DBN1,0.68656863971875,4.85018422898539,2.55153036421337,0.014196244435914,0.0475881134428762,-3.82878214840902,Not
DEF8,-0.669825803404988,4.99476677270312,-2.55115718358429,0.0142094878614848,0.0476196373807068,-3.82962274359765,Not
RCBTB1,0.521723690029806,7.03513753780876,2.55069624211701,0.0142258612911229,0.0476616309005395,-3.83066089512323,Not
FBXW2,-0.48359511267211,7.82845615644294,-2.55044197807002,0.0142349005449881,0.0476783865362885,-3.83123349942114,Not
NAALADL1,0.420014383796937,4.23802035389266,2.55033934640031,0.0142385506514886,0.0476783865362885,-3.83146461457615,Not
AUNIP,0.320233749960278,5.17333939434375,2.54991230863201,0.0142537474601654,0.0477163912951232,-3.83242618200532,Not
FAM114A2,-0.263493847873855,4.88214697093546,-2.54941008173213,0.0142716389132075,0.0477633938047793,-3.8335569005468,Not
TRIM21,-0.502603067937617,5.80512778571467,-2.54925341024861,0.0142772244044044,0.0477691972721414,-3.83390959831875,Not
FGF4,0.0992753234234405,4.01059383601223,2.54896897114636,0.0142873700294753,0.0477902509373198,-3.83454988443092,Not
MYL5,0.335757351157032,3.91389288420958,2.54873546248774,0.0142957039346956,0.0478052348077729,-3.83507548389788,Not
FDXR,0.394672894712981,2.65078267528227,2.54819817059857,0.0143148966711596,0.0478565130491624,-3.83628472612901,Not
DENND1B,0.562848716563461,7.38982242778906,2.54786149134134,0.0143269352421429,0.047882320218078,-3.83704236791023,Not
TOR1B,-0.534590211360333,6.95032366622588,-2.5477663956912,0.0143303372288564,0.047882320218078,-3.83725635166334,Not
MRAS,0.170098134062499,3.72089201078804,2.54742997190109,0.0143423784885097,0.0479096472914048,-3.83801332303047,Not
EMILIN2,0.324750190995736,4.99476588409035,2.54714203189954,0.0143526917434322,0.047931188932092,-3.83866114416342,Not
MYO15B,0.538427288509133,6.90077345325102,2.54520038479913,0.0144224131070367,0.0481510605024432,-3.8430281298394,Not
ATF1,-0.488340306545192,7.15301467882982,-2.54499986127976,0.0144296311353853,0.0481621945565619,-3.84347898871145,Not
G6PC,0.0678593908457317,3.76230361407948,2.54395131704312,0.0144674280941225,0.0482753593358627,-3.84583611371344,Not
MAP3K2,-0.880334382729326,6.46524185011821,-2.54344867947376,0.0144855786838587,0.0483229242646315,-3.84696578503478,Not
KIFC3,0.190104568267669,2.3313136390591,2.54267043858767,0.014513722439979,0.0483977439100223,-3.84871454282201,Not
MLLT10,0.47689920655565,5.93319626252106,2.54261273200626,0.0145158112831801,0.0483977439100223,-3.84884419736346,Not
MAT2A,0.640321537147178,9.24577063501529,2.54133666737547,0.0145620718967182,0.0485389351612459,-3.85171068512814,Not
CFAP45,-0.187905733011659,2.52716935261039,-2.54101692914986,0.0145736842532846,0.0485645904872351,-3.85242876091571,Not
NFE2,-1.09632882429651,7.81177967696468,-2.5406343896619,0.0145875885316182,0.0485848435472561,-3.85328778872271,Down
RPL23AP32,0.339405214904923,5.87381850435428,2.54063417500594,0.014587596337175,0.0485848435472561,-3.85328827072544,Not
CNKSR1,0.11998266570012,4.02699450272283,2.53961785908065,0.0146245954258103,0.0486949951855906,-3.8555700332385,Not
KAZN,-1.00063836662542,3.70360232522928,-2.53829373288846,0.0146729286289564,0.0488428163674036,-3.85854184801012,Down
SLC17A7,0.13791987890685,5.27520120131318,2.53724749176407,0.0147112213412848,0.0489511755885475,-3.86088917060468,Not
NFRKB,0.27412193563654,4.79993370620041,2.53718873934765,0.0147133743928167,0.0489511755885475,-3.86102096475217,Not
HGF,0.766037349308355,4.93786571432167,2.53675689075319,0.0147292088037005,0.0489907151494496,-3.86198962292646,Not
BDH1,0.571588078517249,5.19457227193784,2.53658127398489,0.01473565250812,0.0489990075223089,-3.86238350497574,Not
AHSA1,0.513225139066407,7.47577928080571,2.53606483706417,0.0147546164148325,0.0490489164816854,-3.86354167746456,Not
TAF4B,0.254895502093811,4.99083282964946,2.53406222315092,0.0148283641268202,0.0492808682381968,-3.8680311162017,Not
ZNF468,0.373004369359679,5.36720244280944,2.53372999858434,0.0148406309502665,0.0493084237010863,-3.86877563746552,Not
ZNF451,-0.451653212042066,6.82787267095754,-2.53350678922237,0.0148488777630563,0.0493225670552068,-3.8692758127136,Not
CDK16,0.338453858533595,3.37453177933084,2.53339955762508,0.0148528410828991,0.0493225670552068,-3.86951608927028,Not
DNASE1L3,-0.227264933831971,3.03176981888485,-2.53308956775974,0.0148643038419751,0.0493474198479702,-3.87021064866853,Not
WIPI2,-0.381297729149279,7.83616934393716,-2.53294763681437,0.014869554831302,0.049351642647214,-3.87052863616108,Not
FAM192A,0.229097210426443,6.99541324349796,2.53187318726024,0.0149093608399599,0.0494705196623925,-3.87293544178364,Not
TMEM39B,0.540573910087803,5.56678127322249,2.5316673827565,0.0149169965102868,0.0494826177365838,-3.87339636415223,Not
ACO1,0.565983045563162,4.96751724755367,2.52987971462749,0.0149834717383699,0.0496898395644391,-3.87739886960609,Not
KIZ,0.581841066056429,6.39210621396875,2.52961026836463,0.0149935145712521,0.0497098533085378,-3.87800196382924,Not
TFEB,-0.479840195278967,7.35382759705333,-2.52930664985678,0.0150048384186507,0.0497232067584484,-3.87868148727849,Not
BAIAP3,-0.0831107734099739,3.09645174176393,-2.52928730487352,0.0150055601787368,0.0497232067584484,-3.87872478089081,Not
LSM12,0.244706209601866,4.45752999232167,2.52795538166705,0.0150553302118277,0.0498748025153043,-3.88170499760449,Not
GATB,0.41360443591088,4.50367227038417,2.527767741024,0.0150623538505694,0.049884746277333,-3.88212475457667,Not
TENM4,0.035854935172658,2.69853449997758,2.52709810087601,0.0150874436926129,0.0499545019005546,-3.883622566811,Not
ATP9B,0.0334274245674888,2.06680741360971,2.52507040547214,0.0151636488259218,0.0501934177709921,-3.8881561865393,Not
MID1IP1,-0.71534115104465,7.46551731377717,-2.52488693132101,0.015170561429787,0.0502029011242392,-3.88856627251752,Not
SLC35D2,0.270340956910337,6.51284120185258,2.52470733122589,0.0151773308514444,0.0502119057216499,-3.88896767791917,Not
PSMD11,0.466029531527703,5.78670329140353,2.5232690485082,0.015231641311203,0.050378145915427,-3.89218146189089,Not
TCF15,0.162190162009014,3.54608261104721,2.52154541303088,0.0152969597832355,0.0505806963986856,-3.89603104756475,Not
NPDC1,0.953215100528785,4.5810769972517,2.52139611524451,0.0153026295119591,0.0505859578456368,-3.8963643980512,Not
EPHB4,-0.413504983260215,6.5006176326875,-2.52119269262439,0.0153103577611152,0.0505980195340025,-3.89681857407336,Not
SPACA1,0.106334463165685,4.57047967802548,2.52104909060745,0.0153158154976393,0.0506025731532285,-3.89713917376275,Not
DDB1,0.391339465003792,8.36027514284341,2.52028166372899,0.0153450123302699,0.0506855360672005,-3.89885226598077,Not
ZFX,0.44977722563095,4.62310367294939,2.51987252465864,0.0153605987517494,0.0507235107342781,-3.8997654087863,Not
LRP8,0.227485205453968,3.37647107836515,2.51971561455349,0.015366580165013,0.0507297561316626,-3.90011558133139,Not
KHDRBS2,0.113185910572778,2.76732394297588,2.51941684908001,0.0153779749632019,0.0507538646803069,-3.90078228392322,Not
TYMS,1.81435663073949,8.99505649714029,2.51897687681387,0.0153947693274426,0.050795776527872,-3.90176398506422,Not
DHX34,-0.275836651220072,3.73924880916814,-2.51850332528318,0.0154128641005754,0.0508419557019778,-3.90282046726923,Not
WRAP53,0.222471022075663,5.39592938279857,2.51806162034515,0.0154297594261902,0.0508841547894276,-3.90380576620658,Not
TBC1D13,0.348018171422838,3.36609999598438,2.51772688682165,0.0154425742863228,0.0509128784883735,-3.90455236064455,Not
EMILIN1,0.602109908753667,3.40081912029721,2.51687120682269,0.0154753769535052,0.0510074675403467,-3.90646054311832,Not
LOC100289473,0.0950088024344353,4.07401890350747,2.51618946374181,0.0155015570578086,0.0510801838969183,-3.90798049468532,Not
SHTN1,-1.03551080951845,5.63797340967731,-2.51535135085147,0.0155337972244543,0.0511728252257388,-3.90984865055249,Not
C8orf44,0.42874176689369,3.53575627327921,2.51484183951907,0.0155534266780644,0.0512238850472736,-3.91098412438044,Not
LRRN2,0.143375962464064,2.81504930529687,2.51472740236925,0.0155578385890755,0.0512248133847367,-3.9112391300742,Not
ADAM15,0.576268014805291,4.58422471336413,2.51457435227299,0.0155637409290608,0.0512306472248252,-3.91158016520143,Not
GOT1,0.407017401302947,5.89530169408696,2.51439977438015,0.0155704759692248,0.0512392182133975,-3.91196915079491,Not
ARL6IP1,0.555678995608773,9.72043903655061,2.51406824277566,0.0155832734220561,0.0512677295102818,-3.91270779686876,Not
PDHA1,0.381674856940267,5.27119086872248,2.51233817655303,0.0156502110255967,0.0514742952401156,-3.91656116473733,Not
SLC14A2,0.0597863732359367,3.24380676713315,2.5120393131206,0.0156618007283138,0.0514906591157241,-3.91722661998639,Not
BDH2,0.502759171237682,5.03388398614708,2.51199578870127,0.0156634892238674,0.0514906591157241,-3.91732352736198,Not
PLEK2,0.219101775870551,4.82077805006895,2.51166923306888,0.0156761629722469,0.0515175816805732,-3.91805056516966,Not
ZNF711,0.858323258890447,3.8897620589195,2.51157030428112,0.0156800042757114,0.0515175816805732,-3.9182708044982,Not
MUC1,0.329683457021694,4.13143172861447,2.51142363852899,0.0156857007313588,0.0515175816805732,-3.91859730582504,Not
BUD23,0.403318663946393,7.5011105536267,2.51125547537209,0.0156922344552425,0.0515175816805732,-3.91897164617331,Not
SYNPO,0.307106914684374,5.03438738663349,2.51124999886968,0.0156924472780138,0.0515175816805732,-3.91898383684939,Not
SUV39H1,0.289452779751382,5.72021956415421,2.51084168659292,0.0157083221249338,0.0515560516844545,-3.91989268236113,Not
SULT1B1,-0.864756085295612,4.55083946538825,-2.51063197065197,0.015716481382538,0.0515691848115392,-3.92035943729518,Not
HOXA1,0.557877421460336,2.89719257473166,2.51017699634255,0.0157341959670338,0.0516136557998203,-3.9213719515662,Not
MANF,0.511721419569352,8.0341863212123,2.51000519468993,0.0157408898442024,0.0516219610623062,-3.92175424855432,Not
GAR1,0.643958803952946,7.73279860184885,2.50973218074151,0.0157515325636915,0.0516347526162892,-3.9223617250205,Not
MAP1LC3C,0.253087134654868,4.77722068789029,2.50969156301708,0.0157531164960121,0.0516347526162892,-3.9224520982536,Not
ANXA2P1,0.239966328785461,4.65582979737262,2.50951199867343,0.0157601205377561,0.0516358797688954,-3.92285161042602,Not
SNTB1,0.581275934886658,5.17059694033526,2.50946929278792,0.0157617867294234,0.0516358797688954,-3.92294662346112,Not
IFI16,-0.637060779256135,9.90150962174966,-2.50852779869045,0.0157985602961833,0.0517426837479698,-3.92504097243296,Not
FIP1L1,0.261960000290567,5.59472070567391,2.50813043367773,0.0158141042587523,0.0517799195146001,-3.92592473166206,Not
PSG4,0.223404387505591,5.13629182084545,2.50790897049291,0.0158227733963479,0.0517946314159152,-3.92641723094473,Not
PHKA2,0.275267042185218,5.0070839843913,2.50721231516542,0.0158500720184612,0.0518703016477505,-3.9279662695948,Not
AHCYL2,0.175855239075662,4.19020089279552,2.50666365995519,0.0158716013388743,0.0519270565565968,-3.92918599677828,Not
ZNF136,0.506331047732695,6.85027213086243,2.50641101135874,0.0158815242451044,0.051944472233952,-3.92974759779632,Not
FAM160B2,0.374797728028548,4.69881874448981,2.50631489903294,0.0158853005872273,0.051944472233952,-3.92996123031462,Not
TRAPPC11,-0.317578825592429,6.2266462217714,-2.50574558391956,0.0159076862418021,0.0520039621658069,-3.93122654230409,Not
CTPS1,0.823102230153847,5.61253811304654,2.50533462792251,0.0159238629754151,0.0520431284543013,-3.9321397642449,Not
CKS1B,1.14728423113305,6.90402237135564,2.50492772641415,0.015939894835971,0.0520818007509346,-3.93304386532903,Not
PIN4,0.32959541194802,8.56263803512636,2.50452804657393,0.0159556564407874,0.0521195698801913,-3.93393181291448,Not
PARD6B,0.0429057196224147,2.99230751519905,2.50390521591634,0.0159802463569504,0.0521861494379294,-3.93531531036977,Not
DPM2,0.493142507404568,6.30017895822181,2.50355904753012,0.0159939282795021,0.0522074579947013,-3.93608414432187,Not
PPP1R16B,-1.00909777881262,6.3409254032979,-2.50352714052758,0.0159951899040446,0.0522074579947013,-3.93615500519192,Not
ACTG2,0.235811984478069,5.56739885325578,2.50292781389521,0.0160189044923215,0.0522711056085933,-3.93748589727806,Not
WDR74,0.264358359173797,4.35868012299796,2.50231042890836,0.0160433670241447,0.052337159705541,-3.93885663978176,Not
FAAP100,0.261972017650481,5.30483524736583,2.50075021313312,0.0161053384935522,0.0525255096859132,-3.94231955775139,Not
PECR,-0.129942562111177,2.68474763655537,-2.50052081055387,0.0161144686339174,0.0525414706799362,-3.94282858243587,Not
ITPKC,0.240738653148558,5.13644082439062,2.49903070753839,0.0161738887431022,0.0527207884609976,-3.9461341372358,Not
LSM4,0.546275904455591,8.42298596383866,2.49892862552589,0.0161779666921355,0.0527207884609976,-3.94636053550048,Not
ALDOAP2,0.157101494076321,3.4662636944409,2.4980107589799,0.0162146753850433,0.0528265350146288,-3.94839587392421,Not
HSPA6,-1.43941926517566,6.01732404985904,-2.49718336120844,0.0162478307283655,0.0529206524485078,-3.95023011798162,Not
PDCD4-AS1,-0.578165378748317,6.12078265316576,-2.49621162019493,0.0162868487773164,0.0530338108125636,-3.95238376931919,Not
UBE2D1,-0.870085435378485,7.62931411039096,-2.49602513559332,0.01629434636606,0.0530364411186294,-3.95279699937131,Not
RPRM,0.0694759465729562,2.57787800607099,2.49597882537151,0.0162962087481333,0.0530364411186294,-3.95289961429223,Not
TNFRSF17,-0.41876826853107,2.23259780251936,-2.49574202089746,0.0163057349459892,0.0530535232253684,-3.95342430695139,Not
TPP1,0.497161774101329,9.33504461244192,2.49548086207373,0.0163162467366053,0.0530738023273318,-3.95400291853539,Not
IDH3A,0.432434766280712,6.81767731367289,2.49534911116182,0.0163215521202681,0.0530771397345792,-3.95429480252465,Not
TTBK2,0.306132821125542,3.98917417682031,2.49501840269512,0.0163348760852952,0.053106544714526,-3.95502741045098,Not
PPP2R2B,0.0601661490492771,3.51318133863077,2.494485044424,0.0163563854490776,0.0531625389740327,-3.95620878776438,Not
RGS19,-0.596393189986363,9.75454000476188,-2.49413638004218,0.0163704603428568,0.0531943462490053,-3.95698096905579,Not
HERC1,-0.385619173700842,7.54543428744293,-2.4934355856085,0.0163987833007803,0.053272422545725,-3.95853276074174,Not
SF1,0.340085890923751,9.85215206428499,2.49320515961993,0.0164081057968503,0.0532887499864715,-3.95904292857076,Not
PAM16,0.33941826491064,6.38872094850306,2.49237821264718,0.0164416017659445,0.0533835567285365,-3.96087351312266,Not
