PAX8
MTHFR
PAX5
DGKI
HNRNPA3P1
CTF1
OXTR
PMP2
SLC4A10
SEMA3F
ALX1
CRYBA4
EPHA7
LILRB5
SLK
SIM1
SLC1A6
SCEL
SALL1
APOA4
CDH19
NTSR2
CLDN11
CFHR2
FOXE1
BAAT
GLYAT
PCDH8
SEMA3E
HTR6
SCN9A
G6PC
CNTN2
PTH
SCN4A
RIT2
HSD17B3
PRB3
GABRA2
HGFAC
KITLG
SLC30A3
GRIN2D
SCN8A
HAVCR1
IMPG1
EN2
ZFP37
SMAD6
PYY
NRAP
SLC17A2
AKR1D1
KCND2
RPE65
POU2F3
TNF
MBTD1
PRKG1
ZNF225
HNRNPH3
ATP4A
MSTN
DLX2
SLC18A3
TBX5
CACNA1B
GNGT1
PTGFR
FRK
JAK3
ZZEF1
CNTN6
TERT
FSCN2
GABRA3
USP2
AANAT
HIST1H2BN
KLRA1P
DZIP3
GRM5
ZNF345
LINC01587
GRIK1
UGT2B17
SLC28A2
INE1
MBL2
EPO
LINC00483
CNGA3
APOF
VEZT
RIPPLY3
ABI2
ZNF80
CDR1
RNF185-AS1
ASMTL-AS1
MMP25
AGTR2
GRM1
HTR2C
SLCO1A2
ABCB9
BTC
CENPF
CTAG2
CNGB1
LYZL6
STX2
HMX1
KCNS1
IBSP
ENTPD2
IL15RA
TREH
ALOX12B
RHBDL1
GP1BA
PIP5K1A
HCRTR2
HOXD13
ZNF132
CYP7A1
LECT2
PLA2R1
MYF5
MSMB
SRRM2
SORBS1
SMR3B
CSF3
MGAT4C
POFUT2
GLRA2
SFRP5
RARS2
FABP2
ZNF76
RAB28
FGF12
GUCA2B
PRKG2
GNAT1
CHRNB4
DGKE
TROVE2
C6orf10
GIPC1
CDKN2B
MAGEB1
IL4
GRM7
PITX2
SLC28A1
MAGEB3
MAGEB4
ABCD2
LPA
ADRA1B
CENPI
XRCC2
MMP20
SLC4A7
ASCL2
CYP1A2
HIST1H2BL
CAMK2A
TFCP2
KCNH1
WSCD2
TNFRSF13B
HCRT
FOXH1
CDY1
SH3PXD2A
TBX1
ADAM2
ADAM21
PAX3
FOXN1
IGSF1
FUT9
LINC01558
MAGI2
NLGN4Y
USH2A
PRKAA2
CRYGB
LOR
TNP2
NCKAP1
DOK4
PRB1
RASSF8
ZFP2
EGR4
PRMT8
CYP3A43
DPP6
LRRC1
CSN3
F13B
DEFA6
HTR7
HLCS
IL2
CXCL5
SNCB
SCN7A
BMP8B
PAX4
CACNA1G
AKAP9
CFHR4
CALCR
SARDH
IL12B
LNPEP
SCGB1D1
EVX1
GLRA3
IFNA8
RFPL1
CSN2
GLRA1
ESRRG
HIST1H1T
OPRM1
CACNA1D
OPRPN
FOXI1
ARHGEF16
ZNF157
TLL2
NAB1
ZNF442
CFHR5
TDRD3
COL21A1
GIPR
FKSG49
KCNB2
PTGIS
ZNF205-AS1
DOHH
EDDM3A
EPPK1
PRSS16
CHIT1
PTGER3
TRIM31
DMP1
LIPE
PSG4
IL9
STAM2
C4BPB
ALK
GABRR2
RAB9BP1
ERC2-IT1
C2orf83
OCLM
GAGE1
ABCB11
PTPRH
HMHB1
XYLB
CYP2A13
PBOV1
NDST4
LOC643733
PPBPP2
CBLB
TRPA1
CSN1S1
PCDH11X
P2RY6
IFNA1
PCK1
MMP24
SLC1A2
GLP1R
ESM1
URB1
IL17A
SLC14A2
AMELX
PPEF2
HOXB3
SUPT6H
HNF4A
SHOX2
NECTIN1
GABRA4
HPR
ASB4
KRT33A
RFXAP
FOXD3
HIST1H3F
OR2J2
HIST1H2BM
PTCH1
BTF3P11
SOX1
OR10H2
TAF4
KCNG2
HIST1H4G
GRIK4
GPR31
PDX1
POU3F3
KCNA2
ANP32D
SOX14
SCN10A
CRHR1
GPR39
EIF4EBP2
UBR5
NXF1
JAG1
NR2F2
KRT6A
MSMO1
TM9SF1
QRICH1
LMO4
FERMT2
NUPR1
CLCN7
PEG3
KIF1C
GHITM
SLC39A8
TFPI2
MRC2
ID4
ADCY3
KRT14
PLPP3
ECM1
SMPD1
TEAD3
GPM6A
RARRES2
NCBP1
IGF1
SUGP1
CTNND2
TMEM47
PRKCI
KIFC1
SLC19A2
EYA2
ASTN2
CCHCR1
MOXD1
SOX13
MYL2
LLPH
JAG2
GRIA1
HABP4
IL33
DNASE2
CDH17
TRIM9
LAT
TNNC1
TGFB2
SLC25A16
BRAP
BORCS8
TM4SF4
TADA2A
MAP2K7
CAMK2B
NPPA
PLG
GATA6
CCNO
NOS2
NAPG
AQP4
ST8SIA1
ABCA4
CYP4B1
B3GALT2
RAB6B
RGS20
DYRK3
CXCL11
GCFC2
KCNJ13
CORT
PLP1
DLGAP2
GRM4
WNT7A
POU5F1P3
NIPAL3
CYP2B7P
MAGEA10
REM1
PDE6B
LILRA4
DDX52
SGCD
SLC6A2
SLCO1B1
SCN1A
FUT6
FLRT1
GLUD2
IGHV5-78
LINC00588
MAGEA12
ANKMY1
MAGEA11
ADH7
EFCAB11
AKR1C4
GBX2
INHBE
ZNF235
ZNF614
HYAL1
MOGS
SGCA
CCIN
PCLO
NRTN
CLDN14
KLRC4
WWOX
ZNF257
LINC00260
PAK5
TXNRD2
POSTN
PTPRS
WISP3
EVC
ITIH1
KIR2DL1
POU5F1P4
PHLPP1
ADRA1D
HSF4
ASAH1
GCNT2
KCNH6
PDE6C
SLC5A5
IFNA21
IGKC
THPO
FAM153A
FSHR
TADA3
HAP1
GALR2
ADAM7
PTCRA
TCEAL2
ALB
IFNA2
LRIT1
PCDHA2
N4BP2L1
NACAP1
RGSL1
GABARAPL3
TBL1Y
ZIC4
ADRA1A
PDC
DSTYK
GNRHR
PDLIM4
RAPSN
MAST2
CATR1
ERVH-6
ALDOAP2
DRD3
GPR135
POU2F2
NCALD
TM2D1
ANKRD40
PSG3
RLN1
PNLIPRP2
AP2A2
SERPINB4
PARD6B
PAPPA2
ZNF471
PLCB1
RPL27A
COL6A1
SMG5
COQ9
WAPL
SRCAP
TNPO3
EPB41L1
ZNF384
MICU2
HMGXB3
SNRNP27
TMEM131
PRKAR1B
DTX4
ZNF609
UFL1
CRY2
PNPLA2
ANKRD46
PIK3R4
BBS4
CIC
CLEC16A
ABRAXAS2
C9orf3
PAQR4
LYPD1
PDZRN3
MISP
SYDE1
THOC2
COBL
HAUS5
RUSC2
ITPKC
TSR2
SLC35D2
ANGEL1
KLHL9
MED8
ASTN1
CUL9
RAD54L2
SIK2
FAM234B
ATP10D
CEP170B
VPS13B
ADCY1
TMEM251
LOC730101
FBXL7
DOPEY1
SALL2
SMIM8
NECTIN3
YAP1
RPS11
LDB3
MST1L
PLCB3
CLIC2
KIAA0895
NFASC
FAM149B1
RAB40C
PGAP1
VASH1-AS1
NACAD
CEP112
TOP3B
RETREG1
TTC30A
PTOV1-AS2
C12orf29
DLX5
CALM1
ELOVL2
KANK3
ATRNL1
IRF2BP1
SPRR1A
CACTIN
GTPBP3
ZNF250
DCBLD2
FRRS1L
EXPH5
ZNF23
ERC2
RPGRIP1L
ADAMTSL3
FAM189A1
ATP9B
GRIP1
TUBB2B
DGCR6L
CCL8
TBC1D31
ATP10B
FUT3
KIAA1107
MYRIP
DNAH7
MAN1A2
SLC49A3
ERN2
LOC441601
UNC93A
SLC5A12
IRGC
CT62
HSPA12A
ELL2
HOXA2
TRAF3IP1
LSAMP
GJA5
TFF2
MLLT1
ARSF
PATJ
NHLH2
OR1E1
HES2
CMA1
HIST1H1B
PCDHGC3
TPSD1
IFNA5
FGF3
KRT36
ACACB
GPR37
SSTR2
CLDN8
TEAD1
TPH1
COL4A4
GPR1
EYA1
GPR3
GYS2
HIST1H4I
HIST1H2AK
DRD1
GPR6
MYO1C
ITGA1
MUC3B
TAF1B
BMP2K
LINC01963
SBSPON
LRCH3
TET3
TOX3
DENND4A
TRMT9B
LOC100294145
FAAP24
UNC13A
IQSEC2
ZNF204P
FAM155A
PDE12
SFT2D2
CNIH3
LOC100130449
DOT1L
PIWIL1
TUBGCP5
ZNF37A
ZNF780B
ZNF41
FAM13C
KCNMA1
ZNF484
SUSD5
PLEKHA5
SCAI
NECAB2
SEMA6A
RNASEH2B
LINC00894
DENND5B
LRRC40
KIAA1024
SPICE1
DPY19L1P1
NRIP2
RC3H1
MCF2L2
RAG2
ARHGEF10
NOS1AP
CEP152
PTPN20
LINC00963
LINC01949
CERNA1
PRKAG2
ANO3
DGCR5
DNAH3
LFNG
LINC00667
ZNF749
LOC441204
LINC02172
SYCE1L
ZNF674
ZNF549
ATP8B3
LUZP2
SEMA3D
MYH15
PELP1
MED27
SPG21
TNNT2
ADGRV1
EXOC6B
ACSM1
ZNRF4
ABCA12
LOC647070
PRPS1L1
IBA57
LAMB4
PYGO1
ZNF391
KHDRBS2
DIP2A
ZNF492
HLA-DQB2
MTRF1L
LOC101929272
TTC12
LOC101926913
NEUROG2
CEP41
TMEM238L
EPHA5
LUNAR1
FLG
IGFALS
PHF3
DGCR11
RBM26
OR7E2P
CXorf57
ZNF835
CROCCP3
CFAP70
SIGLEC15
LOC101927770
ZNF440
ZNF81
RAD21L1
LINC00837
LOC100505534
PRAMEF12
SLC39A9
SEMG2
CCDC144A
PRINS
CYP2C19
DAAM1
ANKRD34C
FAM205BP
SV2C
PHLDB1
SBNO1
RIMS1
CPN2
TMEM115
ZNF460
ADGRD2
PCDHB17P
DGKH
MUC7
LOC220077
ATXN8OS
HOXB9
KIR3DX1
TTC38
DDR1-DT
ZNF682
LOC441666
LOC101929073
ATXN3L
KIR2DS4
GNAT3
AOC4P
DHFRP3
MYO7B
LOC101929148
ANKRD36BP2
OR7E12P
C1orf68
LINC00302
RAB11FIP4
VENTXP1
DCLK2
TM6SF2
USP53
CYLC1
FAM224A
LOC100289518
MIR622
OR2H1
GDF11
LOC100505498
FAM76A
FCGR1A
PGK2
AZGP1P1
TMEM212
KRT84
NCR2
MUC3A
MKRN7P
PMCHL1
BTBD7
ZNF259P1
RASAL2
LOC100287387
MAST1
OR2F2
OR1F2P
KRT3
ADD3-AS1
SHISA6
FOLH1
ABCA6
CACNA1S
KCNV2
PWWP2A
MT1M
ZNF675
OR7E14P
BRINP3
RAB40A
SPDYE2
ERICH1
TMEM144
MYLK3
ANGEL2
ZNF234
SEC14L1P1
LRRC75B
ZBTB7C
WNT7B
SUZ12P1
UBE2Z
SLC39A1
NDFIP1
PMEPA1
CYBRD1
PPP6R3
GIT1
USB1
AAAS
SENP2
AP5M1
HMG20A
CLDN1
RAB25
OXR1
STMN3
TSKU
AP1M2
PDP1
LGR4
EXOSC1
S100PBP
MED9
FAM204A
ZNF639
RPAP1
FAM222B
SMG8
MRS2
TCIM
MIIP
MAGEH1
CDC73
ABHD4
EIF4ENIF1
SMO
MKS1
MUC13
FANCF
SYBU
TSPAN15
SEC22A
ZNF444
SLC25A22
OGN
PALMD
EXOC5
IFT22
SRD5A3
UGGT2
ANO1
RNF25
TNS1
C12orf49
MLYCD
SIRT1
ARMH3
CERS4
C11orf1
EHD3
FBXL15
BRF2
REX1BD
TRNAU1AP
FHOD3
FAM206A
MANEA
EMSY
ETNK1
PIDD1
MYO9A
PARP16
SEMA4C
SRBD1
C1orf35
ITIH5
IPPK
ARMC7
ASAP3
KLHL41
C3orf18
IL20RA
ADGRL4
MFF
RBP4
TEFM
PODXL2
SLAMF7
MYO15B
DACT1
PPARGC1A
SCG3
TMEM100
ZNF654
SUV39H2
RNF128
MOB3B
CCNK
TSPAN12
NIN
ZDHHC13
ECHDC3
CEP76
MYO19
ELAC1
CAPN10
CDC37L1
LRFN3
POLH
CPLANE1
BPNT1
FAT4
GPR137
EMCN
RAI2
BCORL1
CFAP69
CENPO
C3orf52
C1orf116
DUS2
DCLRE1B
CLCF1
ELL3
B3GAT1
TENM3
MARC2
CEP72
ELOVL4
RHCG
RAB26
KCNJ16
CYP20A1
SOX18
MAP7D3
RAB3IL1
TMC5
TMEM143
FGG
SIRT6
ACSS3
CAMKMT
DIRAS2
CLSPN
FAM118A
FBXO22
PARP6
LRP1B
LSM14B
PCDH12
GDAP1L1
MCM9
TBX3
FZD3
BBS7
SEMA3G
TMOD2
PRRX2
HEY2
FN3K
DPF3
RASAL1
POF1B
LIN7B
INCENP
SMPX
NOX4
CPLX3
ZFPM2
ZNF771
HAND2-AS1
AGMAT
SLC6A14
THNSL1
SYNPO2L
CXorf56
GPATCH1
LIN28A
CYP26B1
HOXC13
PRDM8
EHF
ZNF613
PLEKHS1
MFSD6
TTLL7
CEP97
CCDC71
RNF122
GPR85
NDOR1
ZNF446
BHMT2
FRS3
MMP28
ENPP3
CRNKL1
SLC16A10
ZCCHC4
TRIM45
ZFYVE21
KLF8
GPR87
MYL7
UGT2A3
LRRC2
ACE2
TXLNG
ARSJ
AIPL1
HS3ST3A1
ACAD10
ANKS1B
ZNF750
CASZ1
TMC7
CLCA4
ACVR2B
STYK1
OTUD7B
SIRT4
PARPBP
TNMD
KDM8
PLEKHG6
HSD17B7
L2HGDH
CRNN
ANTXR1
FOXL2
ZC2HC1C
ZNF385D
GAN
DNAI1
NIPAL2
LTB4R2
ODAM
CRYBA2
LUC7L
MAP9
C2orf54
BRD9
ABCA11P
CASC1
FHL5
TMPRSS3
CCDC68
SPTBN4
GKN1
MUC16
ATP6V0A4
TPTE
TSHZ2
ZNF215
SPATA6L
IRX4
TRPM8
KNL1
WRAP53
PLEKHH3
AAMDC
ZBBX
EFCAB6
IL17B
RERGL
SLC12A1
DKKL1
CCDC102B
PDZD3
GPR88
NPAS3
LRAT
EPN3
CCDC121
CNTD2
LINC00472
TAF7L
VGLL3
PAQR5
GP6
C11orf16
LRRTM4
ACKR4
FAM86C1
SGK2
THAP9
IQCH
ELSPBP1
DNAJC28
DCHS2
LRRC19
DNASE2B
ARHGAP28
CCDC81
EBF2
LGSN
FGF20
DNAJA4
TP53AIP1
PODNL1
LMAN1L
OBSCN
TMPRSS11E
CYP39A1
SLC30A10
CNTNAP3P2
ANGPTL8
LINC01260
SPTLC3
SAMD4B
CSRNP3
CEBPA-DT
CCDC15
ARL14
CPS1-IT1
SERGEF
HAMP
OTOF
DMRT1
ZNF214
SLC13A1
KERA
ABI3BP
NUP62CL
EFHC2
CFAP46
KCNK15
FBXO4
SLC17A6
TRPC5
SLC22A7
ATP1B4
TSPAN32
EN1
RNLS
IKZF2
LOC100506282
SEMA6D
BCAS4
ITFG2
GPATCH4
SIRT2
LOC202181
ADGB
CST8
SDK2
CHIA
OSGEPL1
CBLC
TM4SF20
CSNK1G1
NXPE4
ADARB2
AGBL3
KIF24
PPY2P
TNIP3
SPRR2C
USP49
NOCT
PPP4R4
RAVER2
FAM120C
CCDC82
ZNF556
DENND6B
ADAMTS20
HEXA-AS1
CWH43
PREX2
SLC26A1
SLC19A3
CNNM3
ROBO4
EDDM3B
GNB1L
LIMS2
WDR78
LINC00328
BPESC1
DEC1
KLK12
SLC38A4
GCM2
STAMBPL1
THEG
CLCA3P
PRG3
HHLA2
CYSLTR2
TRPC4
GALR1
IMPG2
GCNT4
ZNF407
LOC100996325
DCAF13
ELOA2
ACOXL
PRKCZ-AS1
OBP2A
LOC79999
MORC1
PURG
SLC7A10
CA10
TRMT44
GPR157
CFAP43
HPSE2
SMIM2
CDK5RAP2
NDUFAF7
A1CF
RAB23
CTAGE1
PADI1
RSPH6A
KRTAP9-9
KRTAP1-3
ST6GALNAC5
SLCO5A1
TIGD6
AMN
RNF32
SHCBP1L
DIAPH3
ETNPPL
SCRT1
WNT5B
SLC25A31
TDRKH
SPATA1
RXFP3
CCAR2
NOD1
TNFSF15
INSL5
BRD7P3
KCNE2
UTP14A
IL26
VSX1
FAM215A
A4GNT
ANGPT4
PECR
PRDM9
IL22
C3orf36
PRORY
MROH9
LOC100507388
FUZ
ZCCHC10
CHAT
CRTAC1
DCAKD
ASIC4
FAM135A
HMGN5
MXD3
TEX11
IL21
HOXB8
GPR22
VWA7
PCDHB1
FGF14
GLP2R
BCL2L10
KCNK13
OR52A1
ATOH1
LY6G6E
OR11A1
OR12D2
NPPC
HTR1A
GHSR
OMP
GRID2
NEU2
MTNR1A
ZNF717
UCP1
TAS2R8
OR1F1
GJD2
HOXD12
ADAMTS12
FGF21
TEX12
RBBP9
GSC2
MC3R
PRLH
ITFG1
PCDHB13
TAAR5
MC4R
GPR32
IL37
SPRY4
ZMIZ2
BHLHE41
GRWD1
STRADA
MARK4
CACNG4
E2F5
PIPOX
WNT6
ZNF506
ACAD8
LHX3
MAP1LC3C
BRIP1
ARMC6
NEFL
RAB15
INTS5
KLHL22
SYT13
PAIP2B
ZNF512B
SHISAL1
TRMT61A
IL17RC
ABHD11
RBM12B
NLGN4X
MMP24OS
LRCH4
NPIPB15
MRPL52
C1orf174
GNG3
CSNK1E
NTM
MEX3D
CRYBB2P1
KRT8P12
C16orf71
INO80B
GSTA3
PRND
ARHGEF26
ZNF814
MYEF2
TRMO
IL36RN
NACA2
ALKBH4
ZNF112
KLK5
PPP4R3B
MYMX
TRDN
ZNF324B
SMIM14
LAMA1
KCNE4
GALR3
LOC100505915
NPEPL1
