RFC2
BET1
EFNB1
CDC16
IGFBP2
TES
GFPT1
LTBP1
TRIP10
PIK3R3
TFIP11
CASP3
STIM1
ACP2
HMGCL
ZMYM2
OXCT1
CLDN7
LPCAT3
INPP1
SACM1L
SEC24B
DHPS
DBN1
INTS3
STAMBP
SS18
ELOC
SLC25A4
SPINT1
VAMP7
SLC37A4
GPX2
TAF15
ABCD3
RYK
CXCL8
POP4
TRAF4
DDIT4
MAP7
NIT1
CDC23
E2F1
NBN
WFS1
EPM2AIP1
MOB4
GCLC
PIN1
ZMPSTE24
CRYZ
ARFGEF1
PTPN9
RFX5
DYRK2
MPP1
SIAH1
ARNT2
RGS1
POLD4
STMN2
LTBR
STAT5A
SGSM3
SSX2IP
C5orf15
MVD
PIAS3
PTPRK
NDUFS1
BCAS2
PRDM2
SEMA3B
COG2
CUL2
TGFB1
HTRA2
MAD2L1BP
RAPGEF2
GPRC5A
UBE2M
PAN2
PCSK7
SPTLC2
RABAC1
TRIM14
RABEPK
PAK4
SETDB1
GLS
SLC33A1
RGP1
SMARCD1
MTRR
TLE1
CLK2
LGALS9
CNOT3
UVRAG
ZNF24
PPIP5K2
FBXO11
ARHGEF9
DRG2
TUSC2
EDEM1
SAFB2
HS2ST1
NPRL3
HLA-DQA1
CNOT4
ATP1A2
JARID2
F13A1
SLC35A1
ARF6
TGIF1
ZNF148
INPP5D
SLC25A12
TIMM17B
UGDH
ETV5
MBD1
CAPN7
CRELD1
TPP2
CDC40
APOE
CTBP1
KCNAB2
MFAP1
PPL
DDB2
AP3M2
PDCD6
HEBP2
ARHGAP32
CBY1
PRAF2
VPS16
CHD2
CDK10
SLF2
ELF4
MED12
MET
TRAPPC3
SNTA1
UPF2
ZNF318
PPP6C
CIAO1
CAMLG
GFAP
MNAT1
AGL
OFD1
TAF6
RABGGTA
CSNK2A2
SLC7A6
ZNF185
ARL4D
DYNC1LI2
CD2AP
WBP4
FAM193A
ZEB2
SRP54
INPP5F
TERF2
FAIM2
AKAP17A
VPS26C
MID1
ERF
FIG4
CTSF
PCNT
TMOD1
HELZ
PRKAR2B
BCL2
TUBGCP3
E2F3
DIO2
PHKG2
ITPR1
LLGL2
RUFY3
LAMA3
BAK1
EMP3
TRIP4
FOXJ2
C5orf22
CTSO
STS
SLC25A13
RPS6KB2
MPZL2
TPD52L1
BCL7A
NSUN5
LUC7L3
FANCA
AKT2
DNAJB4
GSTT1
HBEGF
ELF2
RGS3
TSPAN8
BRD3
ELP4
R3HDM2
TGOLN2
RPS6KA3
TRIM32
AKAP8
WDR47
COX10
NLE1
USP46
SENP3
MMP11
RAB11FIP2
FBLN2
WFDC2
LYRM1
SZT2
CD82
PARN
SLC4A4
RAP1GAP
DNASE1L1
CXCL9
NDST2
RAB11FIP3
ACVR1
ARG2
CSTF3
CLCN6
MORC2
E2F6
NEBL
USP20
NUBP1
FABP4
TSNAX
KDM6A
GNB5
SNAPC3
ICA1
NUPL2
PAWR
LARS2
OSGIN2
RABGAP1
SCG2
LPAR1
MVK
PRKX
ULK2
AGAP1
SUOX
MYRF
TPST2
PRAME
PDE6D
TSC22D2
RBMX2
SNAPC2
NRCAM
TESK1
NFYA
CELF1
NID2
IL2RG
LIG3
NDUFAF1
HSD11B2
PDE2A
GPR137B
TUBB2A
GSTM4
AKR1C1
ENPP4
BTD
KLHL20
MB
GRK3
RALGPS1
RNGTT
PIGR
ZC3H14
ANAPC15
GLIPR1
PRELP
GCH1
STAU2
FAAH
RLF
RPP14
CDK5
LMO2
FADS3
CHD1
CHGB
CPT2
PKMYT1
CAPN15
TEAD4
SYNGR1
ZNF518A
SGSH
AMT
SURF1
PIK3C3
KBTBD11
NPR2
RGS10
NEO1
ZNF202
TMEM187
TRIM16
SLC25A24
SEC23A
MED7
TRAF5
GTF3C2
SLCO2A1
CLSTN3
DCAF1
FGFR3
NAT9
GOLGA2
KYNU
EML2
EFS
RHBDD3
APEX2
EIF1AY
TRAF2
IFI6
GALC
GSTM2
FGF2
ARHGAP4
SPATA2
NUP58
MRC1
CD83
LTBP4
APOA1
ZNF84
CSTF2
ZNF142
TOM1L1
CD44
STRN3
PPP3R1
PPIC
PLLP
BRD1
DXO
ZNF140
CXCL10
RAB40B
IKBKE
GSTM1
FKBP5
PPM1D
CLUAP1
NUAK1
MIEF1
UBOX5
ASL
CCDC85B
SERPINB2
GABPB1
TFF3
ATP7B
PARVB
GOSR1
NEK4
ENOX2
TRA2A
GFER
CCP110
ANKRD6
SRD5A1
KCNK1
ICAM2
IRS1
CDC25A
CHGA
IFT88
INPP5E
MAPK4
KIAA0753
EPHB6
COL9A3
NCK1
TRIM23
KRIT1
CENPC
CNKSR1
GNAO1
TTF1
IL11RA
HOXB7
SMAD7
IFT140
RRAD
CLPX
ZW10
CADPS
CDK8
ATG12
GLDC
MTMR9
DCX
ORC2
P3H3
SERPINB5
GCHFR
PEX1
BAIAP3
HUS1
EEF1A1
PTGER4
ATG4B
GJA4
RAMP1
MLLT3
C11orf80
CTNS
SLC10A3
MAP4K2
ZNF274
TOP3A
LYPD3
SNAP91
PLK3
PTPRCAP
RDX
MAFG
RAB3A
CLASRP
CLOCK
PFN2
DDX3Y
NKRF
GNL3L
FOXN3
MAP3K8
EFNB3
ITGA2
CTDP1
LSM6
ASNS
AUH
NEB
IDUA
IL1B
ING3
XRCC4
SERPINF2
PIGF
MPDZ
RARB
CRIP1
RWDD3
SNPH
EFNA4
ARHGEF4
FGF13
NEFM
LAMA2
PTGS1
NUFIP1
FPGT
ANG
ABCD1
MYL5
TRIL
CD40
LRRN2
SPTBN2
RNASE4
PEX11A
STAT2
RBBP6
ZSCAN9
PLS1
ATP7A
PCMT1
RELB
ANOS1
RNF2
POLR3F
HGD
DEPDC5
RBMS2
COCH
RPH3A
EPM2A
TRMT2B
GPSM2
PEX13
DOPEY2
EGR2
CEP290
PBX1
INHBB
GAD1
PIGA
FKTN
URB2
BAIAP2
SNRNP35
KMO
ZC2HC1A
APC2
EIF2S3
PHYHIP
SNX4
MN1
S100A1
PVALB
SULT1C2
ST3GAL2
SERPINI1
CFD
SEMA5A
SPA17
MLLT10
FOSL2
ATP2B4
MPPED2
GPR183
PEX7
TBKBP1
HIP1
AAK1
OCEL1
PHKA1
C6orf106
NPAS2
HPCAL1
HS3ST1
CASP10
KLK11
DACH1
SCRG1
UGP2
ADORA1
RYR1
ZNF175
GHR
SRPX2
PTPN14
GCNT1
ARHGEF15
TCN1
ZNF415
PRSS12
KATNA1
ETFDH
GLS2
VAV2
SV2B
TRAF6
RPP38
CHST1
LAMP3
LIPT1
ANGPT2
GGT5
ALG13
ETV6
FGFR1OP
PDE9A
SMURF2
F10
ALKBH1
ALDH3A1
KIAA0586
ALDH3B1
CNTRL
PPP2R2B
PAX6
RAD52
SNAPC4
HDAC9
FLAD1
KIN
FMO1
LY75
XPA
CYP27B1
PCNX2
BUD31
HSD17B6
IPO8
ANKRD26
ITGB7
GFRA2
PKP1
TENM1
ZNF107
RNF126
GSTM5
F2
DUS4L
CSNK1A1
EREG
AKAP7
CPEB3
KLK7
ZNF230
POLG2
MAT1A
MARCO
RGS12
PART1
YTHDC2
TSPOAP1
VNN1
PRSS22
NME6
TULP3
LY86
FCN3
PTPN11
PIGL
ZNF74
ZBTB16
ITGA4
MICA
PTH1R
PNLIP
PLIN1
ZNF264
HBE1
RAB3B
ZNF443
GPA33
GTF2E1
SETBP1
PPM1E
VIPR2
PTPRT
RXRG
PLXNB3
MMP13
PDK4
PSIP1
ING2
DPEP1
CRHBP
CLCNKB
CD84
IQCB1
MEP1A
CEP135
FOXJ3
KIAA0319
HPD
KYAT1
NR2C2
ATP2C2
GNB3
SELP
RNH1
SLBP
ZNF510
SLC6A12
PTPN22
DPYS
RAD51C
UCN
COLQ
LRRC23
PLCH2
CTH
RGS11
RNASE2
RAB5A
EPHA4
TPM1
ELK3
ARSB
XAF1
ST18
ZNF135
CHP2
CNBP
GDF10
ARHGAP6
ADRB2
ADORA3
BMP6
TPPP
CRKL
CRYBB1
PTGIR
CDSN
RUNDC3A
NME5
MPHOSPH9
SRPK3
EDA
RASA3
LMTK2
LHX1
B4GALT6
LIG4
YAF2
ZNF136
KPNA5
AVPR1A
ST8SIA5
PROC
MATK
LEFTY1
PRELID3A
PRKY
ADCYAP1
ITIH4
PGGT1B
RGS7
NTS
MAP4K1
FAM155B
PTHLH
PLA2G1B
HLA-DOA
ZKSCAN7
SERPINA6
EXTL1
CALCRL
CXCL6
IL2RA
PON1
PDK3
COX6A2
SLCO1B3
OPA3
MAF
EYA3
G3BP2
CDX2
PDE3A
RARRES1
CACNA1A
FER
TCL1B
ANGPTL7
CYP26A1
B4GALNT1
TBCCD1
PTPA
NDRG2
WNT2B
DHRS2
ACSBG1
AKR7A3
MBTPS2
CDK17
PTK6
XPNPEP2
CD5
SUN1
NAPA
FHIT
HINFP
MIS18BP1
ETV1
PML
RGS9
SIGLEC6
RAB30
SMARCA2
INSL4
THUMPD1
ZNF702P
SIM2
AKR1B10
IL24
PTP4A3
ZKSCAN8
ADGRG1
KRBOX4
MKRN3
CCT6B
AP3D1
MED22
NRL
TAF1A
GRAP
USP9Y
SSX1
SLC5A1
PTGER2
APOBEC3B
GLI1
HBZ
CPB2
ZMYM5
POLR3G
MYOD1
DBF4B
SCAMP1
SAG
CD5L
CLEC10A
ZNF165
PDK1
KAT5
PDIA2
IL7
HP
KDM5D
TULP1
FOXN2
TFEC
UMOD
CBX4
HPGDS
SLITRK3
JRKL
SSUH2
ASGR1
DFFB
CD96
KCNA5
FKBP6
RBMS3
RPL3L
SLC35A3
LY6H
CUBN
GAD2
AQP8
POU2F1
CELF3
CNNM2
POM121L9P
ZNF430
ARSD
SLC6A3
C22orf31
PDE6H
KCND1
HDAC6
RNASE3
MAP3K7
HOXC6
MIOS
CGGBP1
HRK
STARD8
CHAD
PPARA
SLC17A1
P2RX6
ARHGDIG
IL12RB1
ACTN3
AMHR2
GNG7
CRTAM
GNA13
GLE1
GUCY1A2
ZNF124
ZNF141
H6PD
PMCH
LCT
HCN4
NEU3
AGXT
UPF3A
LPAR4
NAT8B
NFRKB
CXCR6
C8B
FGF18
CCR5
PPP3CC
TSC22D3
PLAGL1
NR1I3
GABRB1
ALDH1A2
RAB27B
LDHC
KRT10
GJC2
GLI2
THRB
CACNA2D1
SLC8A1
SLC4A8
SLC16A7
IAPP
TTTY14
HDC
ACO1
SLC18A1
NLRP3
MED6
CC2D1A
ZFP30
LEP
MFN1
CHM
ADGRE1
GAPDHS
ZNF667
MATN4
ZNF223
CA5B
ZMYND8
HTR2A
ARR3
KCNJ3
DIO3
GNG5
CRTC1
IL12A
AKT1
GPC5
ADIPOQ
CASP7
SLC10A1
BPTF
RBMXL2
TNFSF8
F9
ART4
F2RL3
PTBP3
RFPL2
PRKACG
RFX3
ZFY
DEFA4
CD300C
MYOG
BIN3-IT1
SCNN1G
SLC17A3
ZNF45
PHKG1
CD226
CASQ2
ITSN1
DSC1
MMP8
AKAP3
ERCC6
UCP3
VAMP4
GALNT10
USP34
HOXD10
VENTX
ZNF137P
BFSP2
NPY5R
PROX1
IRS4
TLX2
DDO
CA5A
SEPT9
TNFSF4
ACR
DEGS1
BEST2
SLC35A2
CCR9
GRIK3
HNF4G
PIR
TP53TG5
CHN2
RPS2P45
NGLY1
MS4A2
UNC45A
GLRX3
BDKRB1
ZNF189
SLC6A4
ATP2A3
IL1RL1
KCNJ9
CCL1
PFKFB1
ADH6
FAM107A
OPRK1
DGKZ
MR1
CHRNA6
SHOX
EFCAB2
OXT
PIN1P1
RPL36AL
TMPRSS11D
GAS8-AS1
HCRTR1
CASK
PEMT
ARHGEF2
NBR2
PDCD1
NTN3
PTGER1
DR1
MOBP
KRT83
CXCR3
KIF25
INHBC
NCOA3
ALOXE3
LCE2B
PKP2
ATF7IP
LAX1
RNF125
NR6A1
PPP2R3A
ZNF304
NCOR2
METTL7A
CACNB2
CYLC2
ZNF711
CYP2R1
KRT33B
OPRD1
RNF10
CRISP3
PROS1
ABCB4
PBXIP1
TMEM8B
IL13
ANAPC10
MUC1
INSR
CHRNB3
TFR2
GUCY2D
GP5
OCM2
MAML3
DNAH9
CAPN11
GLG1
MEF2C
NR4A3
STAG2
GML
NFAT5
CES3
SMAD1
TNFRSF4
HMGA2
GPX5
ADD1
RFX2
ZFHX3
IL1RL2
SLC9A2
AGGF1
HIST1H4A
TACR1
CASP2
GUCY2F
CCR8
GTF2B
UTY
REV3L
DGKD
CCDC130
TMX1
LINC00597
ISG20L2
MAN1A1
PTPRO
KIR2DS3
SEMA4F
PRRC2A
ZNF611
DDX17
DDX21
OSBPL1A
IL9R
TTN
NFATC1
ZBTB14
JADE2
PCDHA9
RASGRP2
MYH13
DRD4
HOXB1
APLP2
KCNC4
FKBP8
GAS2L1
RNPEP
PITX3
HCG9
EIF5
TH
CACNA1I
RRH
TRAF3
MEF2A
ALX4
POU3F1
UGT8
BRCA2
RCAN1
CCR4
LBX1
KCNJ5
MAX
CIAPIN1
TUB
CLCN1
FGF8
SCNN1D
XPO7
GRIA4
KCNC1
BAX
SLC6A7
DNAJC3
PITX1
FUT2
GNRH2
ADRA2B
OR10H1
MC5R
WNT1
HIST1H3B
BTN2A3P
TRPC7
GJA3
PDE3B
CD1E
HOXA3
SPTAN1
PTP4A2
EZR
EIF4G1
RAC1
RPS14
PDIA4
COPA
BRD2
TKT
EIF2S2
CDC42
RAB2A
NCSTN
UBE2I
SUMO1
PSMD11
MAP1LC3B
CAVIN1
CLU
GOLGA8A
CHD3
C6orf62
HSPA4
ANXA2P2
RAB8A
THY1
STK24
ATRX
ATN1
PRPF6
PLXNB2
DUSP6
TOP1
PDHB
CNP
SRI
RNF11
CLDND1
PPP4C
LGALS8
LARP4B
KPNB1
KDM2A
PPIG
POLR2C
UCP2
ANAPC13
KRT8
DNAJB6
UBE2G2
PAPSS1
SF3B4
CDC5L
WDR45B
GLOD4
DDAH1
UFD1
TSPAN1
PLIN2
KRT6B
TRIP6
USP10
UBE2G1
RXRB
COL6A2
DNAJA2
CYTH2
NDRG4
AATF
MAN2B1
GPM6B
DHX38
DEPP1
FOS
DIAPH1
ADCY6
SYT11
GPC3
NDUFA2
PPP6R1
NFKB1
KLHDC10
SFN
TSPAN4
ISCA1
ATP2B1
FAM208A
TNFRSF10B
NECAP1
SWAP70
SH2B1
SIAH2
IKBKB
PI4K2A
MALL
CCSER2
TM4SF1
TSC1
EIF4E2
ME2
BAG2
GGA3
BTAF1
CREB3
SPON1
SERPINA5
VTI1B
DUSP5
EMD
CCDC28A
HLA-DQB1
POP7
PDZD2
RBM4B
POLR2F
SMYD5
TAF2
HDGFL3
TELO2
PLPP2
EHD4
ARHGEF6
NDN
YIPF4
MBD4
PLA2G16
CD200
DCAF7
TST
CES1
PIGH
ICE1
TTR
CES2
CRY1
S100B
NKX3-1
CBX5
SERPINB3
GM2A
HLA-DRB4
NCKAP1L
SCAPER
NR1D2
TRIP11
PHTF2
DBP
PLA2G4C
KLK10
CD69
KRT16
ZNF330
TBL3
CRADD
AP4M1
DNM3
KLK2
ADGRL3
ADRA2A
SEC31B
ITSN2
ATR
OCLN
PARP3
FBXL4
GSK3B
CDC37
HGF
NFKBIL1
KDM4C
ZNF268
GABBR2
ABCB1
PIGO
SOCS1
OLR1
GART
GPD2
GOSR2
HPX
CALML3
UBE2E3
ORC3
PGM3
CTSZ
FRMD8
IDH2
SERPINC1
HAUS3
RND1
PDE6G
CELA3A
HR
PARD3
ABCA2
SND1-IT1
SH2D1A
EFNA3
CCL11
PMP22
PLA2G4A
LAMA5
PAFAH1B2
DNASE1
CMC4
IRX5
MADD
RGS13
KCNF1
MAGEA8
ZFAND5
XDH
TNFSF13
RBP3
TEKT2
CD1A
GNMT
NR5A1
CAMK4
IFNG
SMOX
SCN2B
PCDHGA8
SSNA1
MTX1
GRIN2C
KCNJ1
GRIN2B
ALPPL2
SCN3A
R3HCC1L
DNTT
FUT7
NRP1
VEGFA
HNF1A
FETUB
MSH4
B4GALT4
TRIM27
POLDIP3
MAGT1
NAA11
SYNJ2
PHEX
GPER1
TRIM5
MLX
EPHB1
GRB7
ESR2
TNFRSF25
AASS
FASLG
GTF2I
POMZP3
CAPN3
MAST4
GYG2
RTN4
PKN2
IBTK
KCNB1
MGLL
WASHC2C
CD47
NEK1
GCK
CNTN1
ANXA2P3
CHRD
HESX1
CDK7
KCND3
PTPRU
KIR2DL2
IFNA17
IER3IP1
PADI4
CCRL2
SERPINB6
DSCAM
HOPX
ETV4
TRAV12-2
KIR3DL1
CDK19
FCER1A
PRG2
SLC25A17
SERINC3
KMT2D
PCDHA10
PCDHGA10
TUBB7P
DYNC1H1
TPT1
UBR4
COL4A1
AHNAK
SUGP2
UBXN4
CDV3
FAM168B
RBM25
PTOV1
GSE1
TRPC4AP
C1R
PRRC2B
KMT2A
MYL6
TEX261
GRINA
RHOB
KPNA6
ATXN7L3B
ZMIZ1
SUN2
EFR3A
PNISR
NUDT4
COG4
SERPINE2
TM9SF4
TMEM87A
OPA1
PREPL
PSME4
FBXO21
FNBP4
MAP1B
ASXL1
PLXND1
MCM3AP
LPIN1
FNBP1
HIPK1
GNG12
RTF1
CLASP2
LIMCH1
SCAP
YIPF6
TBC1D1
EIF2B5
KHNYN
FAM168A
ZNF292
FEM1B
EP400
CMTR1
USP24
UBE3B
TOR1AIP1
ELF1
KIAA0930
ECPAS
GRPEL1
NEDD4L
SECISBP2L
KIF1BP
YTHDC1
CLUH
SUCLG2
SPTSSA
SETD3
RMND5A
SPECC1L
FAM89B
GPATCH8
SETD2
ADO
DIP2C
MOAP1
PIP5K1C
PDE8A
CDC34
PHIP
ZNHIT3
ZHX3
CAP2
RPRD2
STK38L
ENDOD1
TMEM259
HMGXB4
MRPS31
AKT3
TMEM41B
CHN1
EXOC3
WWP1
RFTN1
RRAS
DHX29
RHOBTB1
LHFPL2
PVR
TBL2
PPP1R14B
ZNF3
PPM1H
PIK3CB
KDM3A
LRBA
SEPT10
SCAMP5
TLN2
ZCCHC11
MFAP4
LARP4
MICAL3
JMJD6
SYNM
RCHY1
ANKS1A
MKL1
CLASP1
TCF7L2
OLFM4
FAM171A1
SOS1
POLR2J
LARP7
DPY19L1
DAAM2
WASHC4
TBC1D2B
SORT1
GAPVD1
PRUNE2
NFATC2IP
AHCYL2
ASCC3
ASB1
FUBP3
POLD3
DNMBP
UBXN7
RRP1B
SAMD4A
DCUN1D4
NBPF1
GRAMD4
COL14A1
MAPKAPK5
C2CD2
GADD45GIP1
SLC38A10
TTI1
SEC24A
GRAMD1B
SLC30A1
THAP11
SMC5
RAB3GAP1
CEMIP
SLC5A3
MGA
VWA8
RFNG
HRAS
SGMS1
AHNAK2
ANGPTL2
KANK1
TMF1
WDR73
PABPN1
RALGAPA1
FRMD4B
CREB3L1
CHI3L2
ZFC3H1
CNOT9
UNC5B
TSR3
PIKFYVE
ATG4A
MFAP3
OLFML2B
ARID5A
SS18L1
PSKH1
FBXL14
SEPT7
SRSF8
DOCK2
SENP5
RIOX2
THAP3
LYRM9
C2CD3
SNAPC5
TAF6L
DIDO1
OTUD3
ADCY2
ZSCAN26
DMWD
SASH1
SARM1
FOXC1
SACS
CAMTA1
ZNF248
TENM4
DHRS1
CXorf40A
TP73-AS1
ABCA5
LOC155060
PPFIA3
COQ2
VSTM4
DPY19L4
MFSD9
ZNF787
PHLPP2
STON1
DHX57
MXRA8
MUC5B
ZNF184
NPHP4
NPTX2
PPWD1
ABCC10
SNED1
CLCN2
DKFZP586I1420
PDZD8
GLCE
RWDD2A
CDK12
ZNF467
OSR2
ATP11A
ATP6V0E2
SIPA1L3
AQP5
KIF3A
CBR4
TRMU
PHACTR1
ZNF500
INPP5B
TAF5L
ZNF75D
NSUN5P1
TMEM151B
VPS13A
SOX2
XYLT1
PRPF40A
TRIM66
MDM1
KSR1
IPO9
CFH
AKIRIN2
IRAK3
STARD5
H3F3A
CLMN
DUSP7
DNAJC24
SERPINA4
LRRC15
CUX2
TTBK2
RAP2B
STUM
MAP3K9
MEGF6
MYOZ3
RPARP-AS1
RALYL
RABL3
SETD4
YPEL1
CRYBG3
GFOD2
PLXDC1
MYBPC1
RAP2A
RBM8A
NOP14-AS1
DAGLA
TXLNGY
KIAA1211L
ZG16
MROH7
MAN1C1
PACRG
KLHL35
XIST
ALMS1
PRSS53
DTNB
SEC22B
ITGA8
IZUMO4
TACR2
C1orf105
MTERF4
BCAT1
INSL3
CTRB2
CYP2C9
HLX
CTSW
TFAP2B
MYH6
PRKAB2
SPP2
FSHB
GPR182
PDHA2
FOXC2
ARPP19
SSTR4
PTTG2
FPR3
VPS52
ATP8B1
CYP11B1
UPK1A
EPX
NHLH1
OSM
HOXA1
IREB2
USP19
CLK1
MINDY2
MAN2B2
SNX29P2
ZNF394
ZNF160
SLC46A3
PLAC4
DCAF4
ZNF337
ACOT11
RRP15
KIAA1549L
SP140L
CDK18
PLXDC2
CCDC57
BRWD1
SLC38A6
TOM1L2
KCTD20
SLC9A7
CDKAL1
CTXND1
ZNF8
SYT2
ZNF362
SLITRK5
OTULINL
SPATA2L
GRIK5
PPFIA4
TTTY15
APOBEC3F
DGCR9
BRSK2
FNBP1L
CEP295
ZNF33B
CCZ1B
KANSL1L
LOC101927610
TTC22
MYO16
HYPM
DPY19L2P2
DOCK10
WDR61
KRT86
REPS1
RRN3P1
NUP54
WDR62
SNORA21
ZNF273
LOC100288570
EMC3
KIAA0754
MINOS1P1
RUNDC3B
LONRF1
DNAH6
CCDC88C
TARP
BTBD18
TDRD12
ZNF37BP
AGPAT1
SCFD1
FCF1
GTF2IRD2B
FGD2
BRMS1
GSDMB
PLXNB1
LOC440792
ASCC2
GORASP1
GSTA1
INSRR
RAB40AL
TRAV8-3
CYP2D6
GUCA1B
HERC2P3
PTGDR
SNRNP40
MAGEC2
SMG7-AS1
SLC5A4
HCG4B
IGHMBP2
RNF5
IFIH1
HBBP1
TAF4B
PVT1
LPXN
LAMB2
XRCC3
OVOL3
HDAC3
TAPT1
SEC14L4
VAC14
OR2B2
PQLC3
BRCC3
ECRP
PYHIN1
OSBPL10
KRT35
ZNF133
ZNF224
RUNX2
DIAPH2-AS1
DMPK
PTGER4P2-CDK2AP2P2
SERHL2
SHMT1
KRT19P2
ZNF227
C18orf25
MILR1
OLFML1
NXPE3
ZSWIM1
ZSCAN18
USP27X
SREK1IP1
ZNF573
SIX5
ZNF813
MAGOH2P
AES
EIF2AK1
COPG1
GSTK1
CNDP2
DDX56
A2M
NRBP1
SSR3
TMEM43
NPLOC4
UBE2H
ATP5F1E
POLDIP2
ARPC4
SLTM
YY1AP1
MED4
THRAP3
CDC42BPB
PRELID3B
SDF4
ARMCX3
CPSF7
GPBP1L1
CDC27
ARFGAP1
FXYD6
EMC7
MCMBP
DCAF6
BAG3
VPS4A
PEF1
TOLLIP
CNPY3
LAP3
STUB1
UQCC1
ARHGAP5
HDAC7
KCMF1
BCL2L13
BEX3
SAP30BP
UBE2Q1
TSPAN13
TIMM10B
SSBP3
UBL5
TSPYL2
NUP85
HGSNAT
VRK3
FIS1
RETREG2
PRPF38B
SLC38A2
AZI2
ATP13A1
EMC8
CXXC1
ZNF706
TMEM9B
SLC12A7
ARGLU1
ZNF672
GMPPA
COMMD9
ZDHHC3
C20orf27
UBP1
NPDC1
