CCL5
TSC22D4
MED25
PABPC3
ZNF93
KIR2DL3
HIST1H4H
KIR2DS5
TGDS
SIGLEC8
EI24
CCR3
GPI
RBM3
ST3GAL1
TBPL1
GRAP2
KIR2DL4
IRF7
BAZ1B
MYO9B
XPNPEP1
GATAD1
HOXA6
TPT1P8
TUBB1
CD6
PDIA3
YBX1
HADHA
VCP
PPP2CA
EID1
DDOST
BSG
RPN2
RPL39
TMCO1
OXA1L
FLOT1
TMED9
ELOVL5
COMT
POLE3
TAPBP
ATXN10
ATP1B3
ADH5
EIF3G
CYCS
UQCRFS1
SEC62
UPF1
KLF6
NCOA6
STAT3
SYNCRIP
MDH2
PSMB8
GABARAPL2
ISCU
COL18A1
NCOA1
CDKN1B
HBB
WBP2
QDPR
SNAP23
RABGGTB
ATP2A2
TUBB6
EXTL3
MPDU1
MFSD10
WDR45
SQLE
OSBPL2
DCTN5
KIF1B
SLC23A2
STX3
HARS2
SMC3
PRKD2
CASP4
BCL2L2
HBS1L
HIGD2A
ULK1
SIN3B
TNFRSF14
TAF11
ANXA3
XPC
ABCC5
POLR3C
PAPOLA
DPM2
CHI3L1
THOC5
ZFPL1
SYNE1
SLC9A1
FBXW11
TAF12
PSMC5
PLEKHB1
RNF139
HSDL2
EXOSC2
APOL1
VPS8
HIP1R
INSIG2
NSG1
CIR1
PRUNE1
GTF2F2
GATA3
PAK1
NXT2
TRAC
PTS
AKR1C2
PIGK
SERPINB9
UTP20
PNPLA4
ECI1
TMEM131L
ADAM19
SLC19A1
ERAP1
PADI2
NPAT
PRKAA1
IL16
LRRN3
BTN3A2
CDC42EP2
FRAT2
APBA2
FUT4
DHTKD1
IKBKG
NFE2
CD300A
RIPK1
TCL1A
IDO1
CD247
PRKCQ
MAPK13
AGER
IGFBP3
FYN
KCNJ15
BANF1
CST7
ATP5PD
GZMB
PTPRJ
PNN
HSPA1L
CAMP
TRIM33
TAB2
KLRG1
YWHAE
GZMH
MS4A1
LY9
TUBD1
RORA
P2RX5
CYP4F2
SIGLEC9
MFGE8
TP53I3
AGPAT2
ADGRE3
NCR3
FPR2
NCOA4
DHRS7
DDX49
PDCD10
TRBC1
LEF1
LARP1
CROCCP2
PRKD3
NEK3
ITK
KIR3DS1
KIR2DS2
VDAC2
SOS2
NDUFS7
TNIK
MYH9
HSPA5
PRRC2C
XPO6
SZRD1
RNF167
WIPF2
U2SURP
ERAL1
FAF2
PDS5A
VPS39
XPOT
KIDINS220
MRFAP1L1
IFITM3
MED13L
ALDH1A1
MCFD2
MTMR4
ANKRD12
MIA3
CHMP7
VPS13D
ZSWIM8
AMPD2
FAM102A
PCMTD2
IP6K1
NBEAL2
KDM4B
MAU2
USP33
LSM12
NEK7
LCN2
WEE1
DOCK9
FRYL
ZNF451
DENND5A
KCTD2
SMCHD1
CHD8
GAPDH
AQR
WDFY3
AUTS2
ARID5B
HACD2
HIVEP2
ZCCHC14
TIPARP
CAMK2G
LMF2
SLC25A44
RNF4
RETREG3
MSL1
PLEKHM1
RUBCN
PPP1R16B
MON2
UBR2
STX6
SERINC5
CBS
HEG1
PLEKHG3
SLC25A46
AXIN1
SUB1
ZDHHC18
CDS2
SUPV3L1
CBX7
PHF8
DCP2
SMYD2
TCF20
UBXN2B
SLC9A8
CXorf40B
HIC2
DENND3
ARHGEF18
MAST3
ZC3HAV1
ATPAF2
CYHR1
ZFYVE26
ZBTB22
KDM6B
HOXA10
SETD1B
PCNX1
CDKN1C
ZNF629
BICRAL
TNRC6B
TRANK1
RAP1GAP2
APOOL
CYLD
ATG2A
PLCL2
USP12
HAUS7
TMEM158
TMCC1
RAB22A
KAZN
MTMR1
LIN37
METTL18
CD3D
FCHO1
NUP50
FAM69A
RSBN1
ZNF276
NGDN
RSAD2
ABHD5
ARHGAP33
HOXA5
POLR2E
MRPL23
MYBL1
NKG7
HLA-A
SOCS7
IFITM1
ZAP70
CD7
MYCL
IFI44
SHMT2
PPBP
TKTL1
RPS9
CTRL
NOP2
GLA
KLRB1
ZBTB25
AZU1
P2RY10
PRF1
ZNF266
JRK
RIF1
GATC
IPCEF1
HSPB6
TOR1AIP2
N4BP2L2-IT2
PABPC1
WDTC1
DUSP10
LTN1
SH2D3C
SEC16A
DTX2
ALPL
CYFIP2
GK3P
TCEA1
YIPF3
PPP1R13B
HSP90B1
MYDGF
MIR1244-3
KIR3DL3
ZNF154
SUPT20H
ELK2AP
TRAT1
BTNL3
SFXN3
RPL15
UBE2NL
HIRA
PTENP1
IFIT2
ORAI2
WAC
JPT1
TRIM44
ADI1
TMEM50A
C3
POMP
NDUFA4
PNRC2
WDR83OS
PRR13
MAPKAP1
GOLGA7
USP39
EVL
PPA1
ARL8B
TNS3
CMPK1
GTF3C5
AKIRIN1
KCTD3
STRN4
TPCN1
KIAA0319L
AFTPH
CMTM6
NOSIP
ENOPH1
NOP10
FAM129A
LAMTOR3
CHCHD3
DYNC1LI1
MSRB1
MORF4L1
RNASET2
BAZ1A
GMPR2
MAT2B
PHLDA1
FKBP3
BSDC1
RPS27L
DCTN4
ZFAND3
MPC1
NMD3
WDR41
FAM96B
RRAGC
AAR2
CUEDC2
TEX2
DERA
MRPS10
CEMIP2
CYBC1
TSEN34
RBM22
ERGIC2
SCAMP2
CARS2
DDRGK1
MCTS1
SPATA20
DERL1
CCDC92
NDUFB2
ALG5
MKNK2
SCAND1
MOCS2
APPL2
ECSIT
GTPBP4
NKIRAS2
DDA1
PARL
ANKZF1
RNF7
LAMTOR2
DGLUCY
PSENEN
TACC3
PRDM4
THOC7
MRPL22
TRAPPC2L
DIS3
AKTIP
RWDD2B
PGLS
APH1A
SNF8
CDCA4
OAS3
ZNF281
NDE1
CERK
RNF216
FBXO3
SIL1
DAZAP1
H2AFY2
HEBP1
CAPRIN2
GPN3
TBC1D17
PSMG2
ENY2
NDUFA4L2
HILPDA
TMA16
JADE1
E4F1
RIOK2
HCFC1R1
PARP12
CCDC91
RFWD3
TCTN1
HDHD5
LIMD2
KIAA1551
TMEM39A
AVPI1
CRTC3
DYSF
NAA60
SLC4A1AP
SARS2
IFT52
CAVIN2
ODR4
RGCC
XKR8
RNF111
ANKRA2
PANK4
SMC6
C11orf71
KATNBL1
KCTD9
RPL26L1
ASB8
ACSF2
IGF2BP2
THOC6
GON4L
PAK1IP1
NOTCH1
NABP2
ANO10
YEATS4
FAM193B
PIP4K2C
DDX58
ARAP3
PCYOX1L
KRT23
DDX60
POLR1E
TMEM140
PLAC8
PLEKHA1
NIP7
CSGALNACT1
WDYHV1
PPCDC
HGH1
PID1
RCN3
RAPGEF6
FKBP11
THG1L
PHF10
SAP30L
DBR1
NAA15
ATG2B
PDLIM2
MAIP1
BRIX1
AGO4
BIN2
GTF3C4
TWSG1
HSPA14
TMEM160
MRPS22
CCNJL
CEP63
GIMAP4
THUMPD2
TRIM62
RBM15
RNF219
ZBTB10
GRAMD1C
TMEM204
ATRAID
NABP1
ASCC1
USE1
DIABLO
PGGHG
DPM3
ADAT1
PGS1
CNTNAP1
RBFA
COA7
TTC33
CTC1
CLUHP3
GIN1
CUEDC1
RUBCNL
CHIC2
ZNF180
RPAP2
PRDM10
WWC3
BCL11B
EAF2
NRIP3
ABCA7
RWDD1
PHF20L1
CEP85
BAG4
PDZK1IP1
C2orf49
DECR2
BANK1
ZSCAN16
SAMD9
SMPD3
METTL4
AP5S1
ZNF586
GDPD3
SIDT1
TREML2
VPS53
MGAT4A
VCPIP1
PVRIG
RBM23
CLEC4E
NARF
HERC5
ANKFY1
PGPEP1
TM6SF1
GLRX2
AKIP1
BANP
IL21R
SIGLEC5
P2RY13
TINF2
IKZF5
ANKRD55
LINS1
FBXL12
CLEC2D
INO80D
DPEP3
STEAP4
LRIF1
CAMK1D
MAK
CFAP45
ARHGEF40
RMND1
MRNIP
C5orf66
NME8
EML4
ADGRG3
KCNK7
ATP8B4
UBASH3A
BTNL8
TMEM230
SIRPG
VNN3
FAM35A
PACS1
MCTP2
SYTL2
KLRF1
TBX21
SLC12A6
IL19
UIMC1
P3H1
KIF13A
TLR8
FOXN3-AS2
NDUFA13
CENPJ
CASS4
ZCCHC6
DPP8
MANSC1
ATP1A1
MTMR12
TRMT1L
LBH
SLC25A32
CKLF
DENND2D
TRPM6
CSAD
C5AR2
CABP5
MAP3K19
MAP3K7CL
BACH2
FCRL2
SGPP1
RNASEL
DEF6
LYRM2
FFAR2
RNF146
SLC25A28
OR1D2
BNIP3L
EGLN1
KPNA3
ATP6V1H
EIF4EBP1
C19orf24
FCMR
ETV7
CANT1
RALGAPB
YTHDF3
CORO1B
EHBP1L1
PIK3IP1
G6PC3
R3HDM4
FAM46A
SPSB3
MPHOSPH8
RHOT2
LDLRAP1
NRBF2
PHF11
DOLPP1
MARCH8
ZGPAT
DCAF15
KIAA1324
ADCK2
MOSPD2
EOGT
SYNRG
WLS
SMIM27
C19orf54
AMIGO2
ERV3-2
B4GALT7
CASP8AP2
RRN3
LRRC59
POLM
TMEM147-AS1
SLC44A1
