,GSM239323,GSM239324,GSM239326,GSM239328,GSM239329,GSM239331,GSM239332,GSM239333,GSM239334,GSM239335,GSM239345,GSM239346,GSM239348,GSM239363,GSM239371,GSM239460,GSM239485,GSM239487,GSM239488,GSM239489,GSM239490,GSM239491,GSM239492,GSM239493,GSM239494,GSM239495,GSM239496,GSM239497,GSM239498,GSM239516,GSM239520,GSM239580,GSM240405,GSM240406,GSM240427,GSM240429,GSM240430,GSM240431,GSM240432,GSM240433,GSM240494,GSM240495,GSM240496,GSM240497,GSM240498,GSM240499
ATP5PD,10.9327038114063,10.4659630535938,10.8633253676563,10.621814036875,10.58386859,10.4837403873438,10.5906289715625,10.5732100335937,10.865829721875,10.7902116710938,10.3197617770312,10.5685361815625,10.8951417001563,10.511947885625,10.5860751532813,10.390678659375,10.8394803251563,11.0496248467187,10.3024571410938,10.5601971945313,10.4431739404687,10.1246181655469,10.379696304375,10.0362973772187,10.511947885625,10.4933082476563,10.4252170284375,10.7445999573438,10.6078600967187,10.5284697025,10.8473626964063,10.5370862904687,10.9884138865625,10.4703109239063,10.753532450625,10.4291245320313,9.64035689453125,9.76653469746875,9.347995473375,9.77046453389062,9.06296335646875,9.51860272220313,10.0586080456406,10.2223713964219,9.91475016946875,9.387751535875
LAMA5,2.59858261151563,2.64064452879688,2.65923956442187,2.80784939115625,2.62768194948438,2.61681721190625,2.62907946010937,2.5967282629375,2.6472926495625,2.67072167778125,2.61930401564062,2.553118971625,3.19881897001562,3.03170480684375,3.5784681935625,2.56480273114063,2.60111997584375,2.6918800316875,3.04286726698437,2.57329296423437,2.63340534117187,2.63306991920313,2.81640395289062,2.64214640210938,3.00265841228125,3.1840888348125,3.09732849773438,2.54610400640625,2.9363173060625,2.67039281840625,2.75173037101563,3.98356704510937,2.73416495160938,2.9639519545,3.44404801753125,2.618399824875,2.61449708551562,2.60902898760938,2.67003789759375,2.56704182917187,2.59366265192187,2.60621437220312,2.632622808,2.56765156125,2.61028796210937,2.54000993264063
DYRK3,6.56510489248438,6.02513809707813,6.01625586814063,6.124260048875,6.5053825279375,6.03731281339063,6.42650539429687,6.16438946665625,6.14185731040625,5.80901190020313,6.70106549440625,5.97709290085938,6.33289841357812,6.20512955292187,6.27357041079688,6.42312742614063,7.33799393326562,5.92963518753125,6.867730589125,7.11804776323438,5.89239041289063,6.23416021271875,6.209671573625,6.3475767446875,6.12332766673438,6.51024823553125,6.21818007434375,6.30381593734375,6.48178486642187,6.28114052384375,5.47354598148438,6.18424162759375,6.26295343409375,6.17868305014063,6.3480955806875,6.67995127220312,6.20437851195313,6.0284122433125,5.8878982115,6.09305669492188,6.37948131446875,6.07452762571875,5.97444342278125,5.9370548345,6.13254556459375,6.144218115
LILRB4,4.460111910625,4.12427723853125,4.05675349665625,4.6176420680625,4.57346438834375,4.62075743020312,4.72215658198438,4.49516538571875,4.75195077246875,4.26393556232813,4.15436754045312,7.55003549934375,4.2294799813125,6.1408800339375,4.0717408319375,6.81792777534375,3.73302113570313,7.51291402596875,6.75563654948438,5.2563511853125,3.90550308645313,4.23730115190625,3.90515831565625,4.22359058085938,4.2688595558125,4.24304251632813,3.96018419817187,6.15104899653125,6.00701626925,5.18879635003125,8.30801731625,4.1485812329375,3.51533501989063,4.10108717757813,5.0670013330625,4.0594923335625,4.73879162892188,4.97479316385937,4.3141594639375,4.47914132675,4.40891833498438,5.15756010076563,4.448437197,4.68986398435938,4.71797703167188,4.70850001339063
MYOC,4.22659340148437,4.11273209095313,4.13572665590625,4.09123441414062,4.08820833934375,4.20067751840625,4.2104713223125,4.18509444607812,4.21280825778125,4.08699592742188,4.28593335289063,4.2987413226875,4.31779330926562,4.36274191482813,4.57641751948437,4.57796881465625,4.48074493879688,4.32658739690625,4.88996289184375,4.21700850403125,4.24433194101563,4.27428849465625,4.2199576730625,4.6377681650625,4.3898971571875,4.30372174907813,4.260766016,4.38600737129688,4.1154220083125,4.28349024051562,4.22281196696875,4.18583562125,4.15876411920313,4.176988453375,4.2734426046875,4.2643634208125,4.23160203242187,4.30217821096875,4.10777572640625,4.30292983348437,4.2643634208125,4.23395913817188,4.21485035189063,4.33023450223437,4.30732576135938,4.28433885071875
URI1,4.86573789020312,4.49959449576563,4.7143674954375,4.6377681650625,4.62682366134375,4.62412472501563,4.7764411415,4.60050343835938,4.66939460917188,4.46315264901563,5.261373845875,4.6152476740625,5.62914797285937,4.82861896192188,5.65362935723437,5.17051366860937,5.33588207610937,4.51423585521875,4.35096615340625,4.92290427623437,5.85596777207812,5.33951817357813,5.21454462190625,4.8610301535625,5.35495365076562,5.33684381265625,7.00609789740625,4.78005836546875,5.34982321215625,4.69630050967188,4.31501742804688,4.64565548771875,4.96573088717188,4.99076104604687,4.7193784019375,4.83109392648437,4.48972609314063,4.51817654146875,4.42506100814063,4.95079816854687,4.701504274125,4.68034623523438,4.62682366134375,4.04154573065625,4.564399882875,3.9637708011875
ERCC4,2.1615808115625,2.1958021755,2.19007999517188,2.19202106051562,2.18361696098437,1.93917927551562,2.17554321551563,2.1634789235,2.20486749889062,2.15471934732812,2.40297085609375,2.19887668253125,2.05842464482813,2.54547727953125,2.50428309825,2.19729834753125,2.15867287582812,2.202082704125,2.67972871853125,2.15539968096875,2.19176933573437,2.17788909025,2.18809102703125,2.62144718665625,2.19263133670312,2.18678413271875,2.16724282346875,2.1562518998125,2.14674614814062,2.1895075448125,2.31145586365625,2.18711309725,1.91263247007812,2.1560232658125,2.80258143057813,2.14329736271875,2.17112188842188,2.17946531842188,2.18854914860938,2.15845230267188,2.16809695089063,2.1747209230625,2.19083612407813,2.17690058235938,2.18208471235938,2.16886576160937
PAFAH1B2,3.80586304128125,3.56308331871875,3.61941969126562,3.62693447140625,3.66936744495312,3.58660210559375,3.618516468875,3.66589735098438,3.67936319240625,3.63776778534375,3.89236404067187,4.0717408319375,4.03484286982813,3.83086768603125,3.7115768151875,3.69834706276563,3.72486857140625,3.82431413735937,3.71342035140625,3.62302914092187,3.9492506465,3.69152352920312,3.68122932578125,3.74463318603125,3.71627813334375,3.67689247078125,4.01406664875,3.68094200840625,4.28220855471875,3.94219462378125,3.79711149626563,3.708860879875,3.68745803446875,3.70313874878125,3.70560742260938,3.81710794796875,3.855687007625,4.15680536992187,3.670306802,3.68896530760937,3.78707328964063,3.86715197917187,3.9492506465,3.78762674104687,3.82011367179688,3.72115258846875
CXCL11,3.1012785059375,2.86214585070312,2.92412783451562,2.86839946425,3.03029456795313,3.039820562875,3.03170480684375,3.06901652678125,2.98532163160937,2.86262494532812,3.01307654203125,2.94760322807812,2.98471746142187,3.06205113442187,3.0341495671875,3.09954837485938,3.09751232328125,2.9331263745,3.02429318992187,3.04900944648438,2.9145916441875,3.01616114484375,2.95701891375,2.93837036092187,3.0387392865,3.06511568590625,3.04124880365625,3.09839410710938,3.13565374954687,3.0659261214375,2.82450024834375,3.02467583025,2.91939999585937,3.11800603576562,3.105812201625,3.06059924617188,3.00767448225,3.04159571653125,2.9313179521875,3.13885128203125,2.961426769,3.0113848741875,2.97658369634375,3.00179168239063,3.04574341689062,3.02167455046875
GZMB,8.815070361375,9.09430002840625,10.2361466772344,8.36517700440625,8.72540511464062,7.511087425625,8.54832898520312,8.68713385973438,9.04615406440625,8.83849923357812,2.97426101745312,3.6221362285625,2.9695393504375,3.3140283230625,3.27889350232812,3.1941117736875,3.0225501835,3.26430190970312,2.95489426104688,3.677767744,3.80444146420313,7.0351695745,3.28949247320312,3.29247170828125,3.29472183965625,3.07079205354687,2.9866171871875,3.2325440815,3.23470746384375,4.38671387889062,3.3410003705625,3.97602206825,10.2326072738125,4.29510636848438,4.16889263496875,3.67991956778125,8.314864855875,8.99874723751562,7.69760333565625,8.8174776448125,7.75214423865625,8.16288053896875,8.2194490576875,8.823438139625,7.97292333403125,9.00343761959375
DNASE1,1.609803171625,1.60129422221875,1.60767578164063,1.60351606251563,1.60539630670312,1.609803171625,1.6140200469375,1.615644535125,1.609803171625,1.612060257625,1.612060257625,1.60351606251563,1.6140200469375,1.609803171625,1.612060257625,1.58673931692188,1.62822380384375,1.60129422221875,1.60351606251563,1.60539630670312,1.612060257625,1.60767578164063,1.60767578164063,1.609803171625,1.609803171625,1.60351606251563,1.61878255929687,1.612060257625,1.59657167803125,1.60767578164063,1.615644535125,1.615644535125,1.6202970464375,1.6202970464375,1.6140200469375,1.6140200469375,1.615644535125,1.62822380384375,1.60351606251563,1.612060257625,1.6140200469375,1.6140200469375,1.612060257625,1.61878255929687,1.6248531175625,1.615644535125
TLR5,5.35539315571875,4.71706014909375,5.3136963078125,5.16187612342187,4.57008818979688,4.03559589060938,4.779545063125,5.38245301476563,4.92525647754688,4.89624651584375,5.35343624842188,8.0431110670625,2.80275080271875,5.172437682875,3.36797932725,3.5356796931875,3.25428197751563,5.2011188690625,6.261461237875,3.65289768921875,3.45351114964062,3.18658488325,3.28619462626563,3.79711149626563,3.3885435144375,3.3300734385625,3.05136682721875,3.6602678091875,4.06067788014063,7.36663619578125,4.88890117023437,4.51285540079687,3.4031445544375,3.21196023954688,4.072093704625,3.3880194328125,7.35598381173437,6.11726302982813,7.14875706482812,6.2238912404375,6.8709878499375,6.81552697876563,6.245090433375,7.09941379428125,7.41304904945313,6.15911307496875
TEF,2.78500210946875,2.67989518051562,2.71708194645313,2.69794154003125,2.7555312284375,2.75916059582813,2.7546354566875,2.77114760034375,2.73942333110937,2.67003789759375,2.74511946507812,2.72107952942187,2.7234594246875,2.75848971867187,2.75173037101563,3.44831462560937,2.78470791357813,2.67646038159375,2.733461424875,2.73713636389063,2.71969171828125,2.75154971701562,2.72586416089062,2.7121273170625,2.76040968085937,2.76577679682813,2.7609390166875,2.75088432659375,2.75059157045313,2.74026474979688,2.617580377375,2.72988579676562,2.70092902679687,2.79453866946875,2.81570410017188,2.76040968085937,2.73102636810937,2.75793455389063,2.7047016175,2.79547384560937,2.68576346689062,2.75173037101563,2.72619808064062,2.74544842978125,2.75966354001562,2.75154971701562
C6,2.646159233875,2.77114760034375,2.73102636810937,2.67972871853125,2.68791782148437,2.69809272167188,2.63688248182812,2.67547927539063,2.7164907570625,2.74457687125,2.68057337215625,2.8605757526875,2.6941895035,2.667561533625,2.97371716857812,2.69257473770312,2.70126565092187,2.81819008835937,2.64892168034375,2.67327293242188,2.75848971867187,2.68961110110937,2.71756867082813,3.0643883024375,2.68859144542188,2.72619808064062,2.6840338981875,2.78456464059375,2.66085949725,2.65022670803125,2.79858879196875,2.7077502728125,2.618399824875,2.62676197239063,2.607133888375,2.65284820178125,2.65909943285937,2.67564966982812,2.72665335492187,2.60418422779688,3.11766724923437,2.91075374521875,2.7452750241875,2.34108414053125,2.68089999904688,2.68612228521875
SEC14L5,3.15351874917187,3.16539724035938,3.11987087870313,3.11164603564063,3.2125532474375,3.0383370464375,3.05754657990625,3.01616114484375,3.09425947834375,3.11033084045313,3.35343869729688,3.04974490571875,3.09566741073438,3.11786461540625,3.10741722653125,3.17054388742187,3.15946813826563,3.04176266745313,3.48241983401563,3.12652148120312,3.14794193973438,3.18705190992188,3.10451314696875,3.09326940507813,3.04767160132812,3.31937379120312,3.05674609692187,3.16933491151562,2.94404846785937,3.12688561609375,3.05816993610937,3.11101439759375,3.07311031740625,3.1511386466875,3.00861124145313,3.07004618165625,3.04856848407813,3.03201065107812,3.044474687125,3.01362084742187,3.30197082304687,3.40256883720313,3.10451314696875,3.12591609165625,3.05043904115625,3.09058153401562
PTPRJ,3.45177050667187,2.84666005015625,3.01555756648437,3.00802127610938,2.981413568125,3.00616816210937,2.9833566339375,3.00652612535937,3.44298921465625,2.99303628478125,2.96280434335937,4.63468473385938,2.93474785298437,3.00340446910938,2.967325854625,2.9862765608125,2.958627275,2.93056181182813,2.96244172295313,3.01654148270313,2.91212994726562,2.95701891375,2.96023353571875,2.9799260905,2.97808658054687,2.94957638367188,2.97248557671875,2.97827132176563,2.92165609932812,2.93719964370313,3.10762371195313,2.9283103325625,2.899535099375,2.981727783875,3.60210351678125,2.959881777,4.42077380396875,3.39533149659375,3.6293885141875,2.9815591843125,5.56247003015625,2.97462963026562,3.32031888645313,3.32663892123437,2.990308767875,5.16790819515625
GCFC2,4.831963685,5.06508454717187,4.50046587125,4.20664118225,4.65269175609375,4.64522903884375,4.482398970625,4.64522903884375,4.56143491045312,4.73485492228125,4.69833836325,4.63512824926562,4.86015939403125,4.84907805895312,4.74468681854688,5.32262504590625,5.06414249532812,4.40016518060937,4.95698473623438,4.81232042017187,4.62412472501563,5.375816498125,4.6245098774375,5.10664886275,4.69922322295313,5.305352276,5.30819711167188,4.82861896192188,4.96437856598437,4.81232042017187,4.07338587128125,4.42124406895312,4.72772918515625,4.82339184315625,4.83478548704687,4.61385948907813,4.4955272221875,4.3277348426875,4.29632176990625,5.04146537567187,4.67522346032812,4.65577971589062,4.49059277679688,4.24775781857813,4.20546402064063,4.69042354051563
TLR1,5.97853154540625,6.47688391620312,6.18239193207812,5.94770358460937,4.85176081225,5.32303928320312,5.309183555875,4.422430773625,6.08283996946875,6.20723545784375,4.6059846065625,7.84251702210937,7.8973043745625,6.77770653220313,3.79380763251562,4.70244266375,5.76663257178125,4.76014803125,6.91641009401562,6.16913178795313,4.13773346059375,4.13144833442187,3.92893067473437,4.20824723817188,4.36504187459375,4.4983854718125,4.48803379895312,4.49516538571875,6.2679486135625,7.39174613720312,4.27047768182813,4.44308016626563,3.10080945235937,5.4838695625,4.01809328410937,4.97272351726563,8.79428028654688,9.02944696760938,9.12492994146875,9.11637955234375,9.74524640739062,9.541913817375,8.55352263770313,9.264901145625,8.64012510115625,9.097538853875
TRIM15,2.805192720625,2.80406560123438,2.87969639214062,2.88252194746875,2.89406017025,2.8443107403125,2.89602410834375,2.91005224584375,2.89301183896875,2.86776693276563,2.88085981889063,2.83620138928125,2.88316422484375,2.87741919495312,2.8944605184375,2.90306465207812,2.8682367826875,2.86262494532812,2.86759802123437,3.52223449520312,2.90635843217188,2.8763533623125,2.88470285910938,2.87287649692187,2.9053416890625,2.89406017025,2.89108985479688,2.89782939682812,2.90635843217188,2.84890735420313,2.788418418625,3.46374524784375,2.64122659135937,2.86924952060938,3.28640481576562,2.91131235640625,2.86671234320313,2.86636955828125,2.87818595428125,2.84993858284375,3.46920993360937,2.87587691040625,2.90038491320312,2.89203969132812,2.89802826492188,2.88100645809375
KCNJ13,3.02938852528125,2.88787561439062,2.92034403389063,2.890199921875,2.94475163801562,2.97318265821875,2.97509852967187,3.01780585853125,2.93169512725,2.82158497634375,2.96516977470313,3.33853425790625,3.00933939582813,3.09134709690625,2.9662189269375,3.09290370254688,3.0341495671875,3.00421392254687,3.31844040975,2.9940975318125,2.87656444348438,2.955973099875,2.95096630739063,2.94439357192188,3.21319207989063,3.0021851116875,2.98514437839063,3.047265077875,2.96556128375,3.08345422657812,2.8222492146875,2.92071606957813,3.044237675,3.4112447714375,3.0113848741875,3.00636380671875,2.94639212359375,2.981413568125,2.88637967703125,3.10389140321875,3.08437541309375,2.94653586517187,2.976239787125,2.953613872625,2.99269310529687,2.9500016883125
CORT,5.92963518753125,5.507654206125,5.33684381265625,5.2823730748125,5.87229546654688,6.102827672125,5.76527286853125,6.15769398401562,5.22047506142188,5.31454109220313,5.877296726625,5.59167085934375,6.105706284125,6.09022362010938,6.14697703728125,6.61802484432812,6.306331997875,5.72335617340625,6.56712018004688,6.20818226939063,5.64984490509375,5.98221461798437,5.733299712375,6.02513809707813,5.60921648117187,5.98350524060938,5.94323261534375,6.07029462023437,6.57124622125,6.21345688028125,5.42478074165625,5.78141153054688,5.15180360259375,6.0476602438125,6.0958991463125,5.94102840892188,5.98264392978125,6.01907464195313,5.10515388132812,7.78988830621875,6.09538149678125,6.2794535635,5.74339096410938,5.50480368823438,5.69304698898438,6.17195610326563
PNN,10.8292044415625,10.7927151475,10.77244892,10.763125893125,10.8580875575,10.7704063865625,10.7128816264063,10.7467053329687,10.6480805528125,10.6895603915625,10.5708475135937,11.2066711129687,10.3965025110938,10.8633253676563,10.9853972870312,10.717223881875,10.728914888125,10.7237605746875,11.0526909448438,10.8506310559375,10.6977372757813,10.6568559017187,10.5880275067188,10.6439256554688,10.626550571875,10.787145478125,10.3852164759375,11.503648148125,11.2478363651562,11.236649664375,11.2908033115625,10.5906289715625,10.4933082476563,10.7314238920313,10.9913224175,10.5932241289063,9.6255514830625,9.7983126785,10.2465414138594,9.88004739210938,9.68968034276562,9.9677934730625,9.217998868625,9.00778113117187,8.96170381498438,9.82297297010937
ITGAX,6.09114112923437,5.76433177321875,5.19932290373437,5.93276008639063,4.73219458375,5.68611880626563,5.29649840678125,5.8396071829375,5.73281713735938,6.02187971059375,5.29050447559375,6.88287947778125,4.19397398176562,7.17753442623437,4.18094154892187,7.602525693625,5.72511641782812,5.06559675398437,7.25184370339062,6.30677948464063,5.0847976994375,5.39402588714063,4.97653514996875,6.08410807373437,4.701147424375,4.11968610003125,4.900977186625,5.12078621646875,8.36945526667187,7.3578154198125,7.81052708115625,4.85036023401562,4.28770526048438,4.08198361520313,4.44807503934375,4.62867627334375,9.07966760748437,8.8393189619375,8.06244574682812,9.21588048860938,9.10410798251563,8.69834454378125,8.24085774807813,8.47130120876563,9.08139981471875,8.2636641623125
GABPA,3.98070985404688,4.632203060125,4.42506100814063,4.28096057014062,3.4885681585,4.00369584175,3.91867372265625,3.9856896053125,4.68252837539062,3.94812557821875,3.97252143401563,4.94689269553125,5.76433177321875,4.57641751948437,4.06523217273438,4.66370223134375,4.1279454199375,4.04828417335937,4.59786138075,3.9666922255625,4.94913585809375,5.1118975895,4.44593635645313,4.20304548915625,3.95840526439062,5.39004198717187,4.06298410559375,3.990911774875,3.93415354540625,3.8700029554375,3.912098460375,3.96566179615625,4.04389654340625,4.08776412967187,3.9920086145625,4.03484286982813,3.98209671865625,3.86025640415625,4.37672511353125,3.52338779282812,3.950490272875,3.83160267053125,4.63512824926562,4.23980829292188,3.77288134932813,4.05774239760937
HSPA1L,2.8042222208125,2.94171022970313,3.555275139,3.18619780828125,2.78711115082812,2.71262722623438,2.90671808810938,2.69523602520312,2.7887945696875,2.91341423292188,2.841220798375,2.91672682145312,2.73745549732813,3.46006308267188,2.820774910625,2.73631193135938,2.82125631089062,2.76577679682813,2.75726288398437,2.76526093595312,2.93149637960938,2.76262137759375,2.73022626785938,2.71618262365625,2.79437282614062,2.79587271179687,2.85048854275,2.76963769465625,2.723158555,3.250327982625,2.88198147901563,2.87622771323438,2.971496087125,2.79085018904687,2.81008333179687,3.45622478378125,3.5412143160625,3.89590651839063,3.98908657453125,5.34572200732813,3.74268287920312,4.20304548915625,4.52603671690625,4.12880808495312,4.16803574407813,3.18305485965625
STX11,7.39711515982813,7.70309708890625,6.62842138185937,7.600046037375,6.6944313415625,7.16837351076563,6.64908478878125,6.41947543739063,7.95850829664063,7.68667055873437,4.59145787604688,7.46937678740625,7.35491772017188,7.82237568904687,3.9923511500625,6.57124622125,4.74331162334375,7.563966416875,8.27257477934375,7.33382556423437,5.51222176790625,7.69548720775,4.72668552396875,3.3528957364375,4.09809222995313,4.13059798901562,6.86288172398438,4.95259096848438,8.25086609225,7.60964969979687,5.22328996885938,2.72568823489063,3.81493905920312,4.56480343128125,6.02469839828125,2.75072549340625,8.69834454378125,8.90402030229687,7.84429600979688,8.18230226125,8.56542175571875,8.211994102125,7.95924673359375,8.71203500648437,7.6315488934375,9.59151846875
ATP8A1,2.288508621875,3.15289107839062,2.45254048242187,2.97920267315625,2.2182194504375,2.27310005442187,2.28634690740625,2.29604788171875,2.39350111828125,2.89037812771875,2.28899743695312,2.8406778085625,2.25362426145313,2.28932374715625,2.28767486198437,2.19504472989063,2.31998106721875,2.20775246390625,2.26762338570312,2.2512186773125,3.668772160625,2.58263424926563,2.28767486198437,2.314464953,2.25853290434375,4.97916729440625,2.52664030034375,2.28785762889063,2.26659194728125,2.24497895854687,2.20962683442187,2.29521031284375,2.35841046759375,2.229210158875,2.25949823946875,2.305536569625,2.73598172239062,2.3972618319375,2.25636442164063,2.31090985920313,2.37363416251562,3.0520839948125,2.40384212123438,2.32401541867188,2.26911188229688,2.36312132982812
ITPK1,2.3465348700625,2.40886805959375,2.39409785179688,2.38182645926562,2.366726374625,2.37649844284375,2.413151558125,2.35442626003125,2.36848797382812,2.39562373003125,2.37158743932812,2.39301478078125,2.37523054110937,2.39577467559375,2.40071777721875,2.30265737820313,2.3507716333125,2.4005819036875,2.36979166226562,2.36415387098437,2.4143782614375,2.37288977278125,2.39334471692188,2.38746013578125,2.53525762326562,2.61359463667188,2.3656200024375,2.568052684875,2.29816503967188,2.38746013578125,2.35091622246875,2.52813801376562,2.33432855775,2.34219330585938,2.35091622246875,2.37952680157813,2.36637117117187,2.38400747239062,2.39614456940625,2.31217270895312,2.69487913770313,2.36363418173437,2.413338807625,2.46513629467188,2.364629653,2.36765557478125
PLP1,2.61496349664062,2.5241565746875,2.56494213360937,2.55891250623438,2.60526070578125,2.6250812945625,2.6120266859375,2.63022891189063,2.58799743129688,2.52478473545312,2.59920515160937,2.57773568810937,2.58186638823438,2.61622395925,2.6021550019375,2.747784265375,2.64863189354688,2.55829635821875,2.58109370185938,2.62708072276562,2.58378597720312,2.60902898760938,2.59548572098437,2.5636912590625,2.61482487846875,2.60111997584375,2.6120266859375,2.64050241632812,2.66232446867187,2.67972871853125,2.53391128045312,2.589557266,2.55645355642188,2.65077025120313,2.70141361117187,2.61482487846875,2.58687504320313,2.67414587367188,2.57377779276562,2.65761635734375,2.5468031210625,2.6100920301875,2.58476838042187,2.61101017764063,2.60960803485938,2.61394597178125
CRYAA,1.786574854,1.7724460975625,1.79541866065625,1.819088788875,1.77966523796875,1.79376927745313,1.79376927745313,1.79204325764063,1.79698322190625,1.813896965625,1.78347726720312,1.78347726720312,1.79376927745313,1.79376927745313,1.77398669751563,1.76851565692187,1.8718819345,1.7962524278125,1.7724460975625,1.77109819948438,1.80214890325,1.78581542057812,1.79541866065625,1.78114111,1.78501938045312,1.8012819515,1.85993747917188,1.80750471885937,1.79962911965625,1.77966523796875,1.8237428325625,1.79376927745313,1.84114115610938,1.78194211571875,1.78830797360937,1.79204325764063,1.79376927745313,1.7874145635,1.78194211571875,1.810035288,1.78261754571875,1.80214890325,1.805288953625,1.805288953625,1.78581542057812,1.78261754571875
B3GALT4,5.87179839415625,5.6420488041875,6.66576577440625,5.25802568120312,5.56047267975,5.89729798732813,5.43855555084375,6.03309180096875,5.94867906345312,5.83679398779687,5.37173364704687,6.34520561184375,5.44095820634375,5.57622745542187,4.70018588592187,5.03098789417187,5.71569300207813,5.05145467464062,5.29689077595313,6.00165188120313,5.1479449249375,4.9293750808125,5.44699716665625,5.70555573659375,5.4464842739375,4.97607207784375,4.12505993946875,5.97709290085938,6.32340997204687,6.78399927259375,6.67740634371875,6.177361993,5.28285594354687,5.557835473125,5.31796601867187,5.6570252349375,6.76186635509375,6.1225091156875,6.21005266542188,6.28987916726563,6.30252263185938,6.79373842726562,6.41614016798438,7.16837351076563,6.67063649209375,6.54428009246875
HSP90AA1,11.3867477126563,11.6323184740625,11.5076688795313,11.6640190621875,11.8014658828125,11.8478516946875,11.8101532834375,11.7071876267187,11.4239378979688,11.255757480625,12.2317141357812,11.1416920435937,12.2777876885937,13.2474188275,12.4577798803125,12.3640300967187,11.9579515895313,11.9621899198438,11.1814215582813,11.7357243965625,11.730656255,11.3065855270313,12.158425954375,13.1479842046875,12.5487088785938,12.3640300967187,12.2139852296875,11.2874271660937,11.1526064567188,11.3441298889063,11.8579994867188,11.9685623576562,12.2839938384375,11.192508086875,11.5849277390625,11.7605197921875,10.6826877076562,10.8951417001563,10.4535061967188,10.4002446279687,9.96305952160938,10.4431739404687,10.9935730940625,10.9660539385938,10.9853972870312,10.6607654878125
CMC4,6.45969321735937,6.97478716448437,6.86506585267187,6.6473071074375,6.55179145671875,6.47649693595312,6.75780346873437,6.58193534164062,6.71547096776562,6.77440721232812,6.5162785149375,6.469810727125,6.98594169796875,7.06628962409375,6.20202603507813,7.63978946390625,6.95193566679688,7.36663619578125,7.02742251164062,6.9102447760625,6.68749739301562,6.792525049375,6.51250827167187,6.53051945014063,6.59743296120312,6.42355846176562,7.1466100026875,5.362641466125,6.68192023696875,6.26841733015625,6.92202237496875,6.42566357520313,6.66293016042188,5.90144185053125,6.45458117860938,6.87890262717187,5.99995932396875,6.3406342469375,5.87581436126562,6.40087936645313,5.73369497817187,6.34283452976563,6.46437722282812,6.45082016357812,6.23231121923437,5.89358230934375
EIF6,8.89457906,7.74318151940625,8.02421581190625,8.05038422740625,8.28696568328125,8.49077887089062,8.476682089875,8.00234364948438,8.15877543145312,8.1616659056875,7.92447826776563,8.446086239375,8.88773352215625,8.40531396859375,9.351970881,9.01901236592187,9.93042306775,8.8451601405,8.58984362198438,9.21094098034375,9.48567282654687,8.6008646115,8.4737868778125,8.25767392057812,8.89659761875,8.97125774782812,8.568527038875,9.35758420610938,8.60016763929688,8.2109596831875,9.22287601079688,8.82480255845313,8.99373733778125,9.2284781558125,8.943978117375,8.15809202020312,7.34431214134375,7.69333288914062,7.49874544454688,8.16780511139062,7.32432298421875,7.78275222617188,7.51679419760938,7.55934755585938,7.91601984775,8.01035520721875
FZD2,3.105812201625,2.22155451195313,2.6384202425625,3.53760186864063,2.32760384353125,2.17554321551563,2.1531296925,2.42021153807812,3.46758352942188,3.75191994703125,2.141129246,6.76186635509375,3.8486285325625,2.12082618789062,2.14965466417188,2.13118696140625,2.14388828709375,2.4794743979375,2.10028049321875,2.13371481120313,2.15711827435937,2.14237949954688,4.5220102904375,2.12964418990625,2.0727184885,2.10953975420313,2.13635195248437,3.28482273960938,2.07995365101563,2.14290506784375,6.1094965260625,1.94373756326563,2.08646993753125,4.44674723559375,2.13206571360938,4.75655638732812,2.17711046039063,2.14757398739062,3.07892005476563,2.42660426217188,2.11875006654688,3.13523753590625,2.202082704125,2.54250950239063,3.74672469157812,2.41076418067188
CHRNA3,2.82125631089062,2.804574998625,2.79283332892187,2.7887945696875,2.79547384560937,2.7952662926875,2.79453866946875,2.7639992911875,2.82346865728125,2.82023191815625,2.78500210946875,2.8460443429375,2.8048728865625,2.80976415265625,2.84890735420313,2.81767326996875,2.75708394910937,2.862988052875,3.1662396436875,2.72063341085937,2.80121542732812,2.78793957876562,2.81622600709375,2.80784939115625,2.8058779035,2.92500222634375,2.78607944851563,3.51215230960937,3.68333044814062,2.9833566339375,2.92725489779688,2.80956046064063,2.81068909764062,2.75310511245313,2.76178614898437,2.81084837092188,2.75275521523437,2.77344653154687,2.77881416925,2.70221290970313,2.7641489143125,2.7805970495,3.19014084629688,2.75275521523437,2.782114814125,2.78691691395312
LILRB3,8.372889788375,7.7633203500625,7.68809259407812,7.73433519498438,7.63107366901562,8.17126270890625,8.12533862009375,8.83532321814062,8.38419337403125,7.98296179409375,7.25053942584375,8.60425714203125,6.80893985771875,8.47057223979687,6.86549114471875,8.31427764503125,6.88911074282812,8.44018775135937,9.43985202579687,8.07798866492188,6.6263083793125,7.26103375451563,5.67929491560937,7.0749155999375,7.2362879886875,6.13491879726562,6.72844844779688,8.12763191976562,9.7138928865625,9.28104866254687,7.81815576304688,6.9889403495,5.60637999395312,6.56117567107813,7.40678713040625,5.76433177321875,10.4393176060938,9.82680814835937,9.8456373500625,10.9690491110937,10.3326806278125,9.85737934625,10.0409656359687,9.07966760748437,9.48567282654687,10.5454512248438
